Store No  |Bin No|Item No   |Item Desc                                         |UOM   |Item Cat      |Item Cat Desc                                     |Item Sub Cat                                                                        |Item Sub Cat Desc                                 |On Hand Qty      |Unit Price      |On Hand Value    
STAT.STORE|00NONE|130452    |SAMSUNG CLP -YELLOW                               |EACH  |STATION       |STATIONARY                                        |STATION                                                                             |STATIONARY                                        | 000000000001.000| 00001299.61000 | 000000001299.61 
STAT.STORE|NONE  |130524    |BEHUISING & ERF VERKOPE: (ROOI                    |BOX   |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |130550    |SAMSUNG C480/430BLACK                             |EACH  |STATION       |STATIONARY                                        |STATION                                                                             |STATIONARY                                        | 000000000006.000| 00001299.61000 | 000000007797.66 
STAT.STORE|NONE  |130552    |SAMSUNG C480/430 YELLOW                           |EACH  |STATION       |STATIONARY                                        |STATION                                                                             |STATIONARY                                        | 000000000004.000| 00001299.61000 | 000000005198.44 
STAT.STORE|NONE  |130553    |SAMSUNG C480/430 CYAN                             |EACH  |STATION       |STATIONARY                                        |STATION                                                                             |STATIONARY                                        | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |130554    |SAMSUNG C480/430 MAGENTA                          |EACH  |STATION       |STATIONARY                                        |STATION                                                                             |STATIONARY                                        | 000000000002.000| 00001299.61000 | 000000002599.22 
STAT.STORE|NONE  |130559    |FORMS OWNERS NOTICE                               |BOX   |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |130560    |CANON 445XL BLACK                                 |EACH  |STATION       |STATIONARY                                        |STATION                                                                             |STATIONARY                                        | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |130562    |CANON COLOUR XL 446                               |EACH  |STATION       |STATIONARY                                        |STATION                                                                             |STATIONARY                                        | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |130567    |KENNISGEWINGS: AFSNY (ROOI)                       |BOX   |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |130575    |BEHUISING REKENINGS (BLOU)                        |BOX   |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |130583    |RIBBONS:HP 7115A(15A)BLACK                        |BOX   |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |130591    |DIVERSE DIENSTE & HEFFINGS (GR                    |BOX   |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |130613    |FORMS METERBOOKSHEETS                             |BOX   |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |130648    |JOUBERTON ACCOUNTS FORMS                          |BOX   |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |130672    |FORMS:EYELINER 1PRT 280X390                       |BOX   |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |130745    |FORMS EYELINER FOUR PART                          |BOX   |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |130877    |CONSOLE PAPER 280 X 240                           |BOX   |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000173.000| 00000238.00000 | 000000041174.00 
STAT.STORE|NONE  |130879    |CONSOLE PAPER PINK 280X240                        |BOX   |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000036.000| 00000221.45667 | 000000007972.44 
STAT.STORE|NONE  |130907    |RIBBON FUJITSU M3040                              |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |130915    |HP 7115A(15A) BLACK                               |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |130923    |SAMSUNG MLT-4550A TONER                           |BOX   |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |130958    |RIBBON:CANON CL41 -COLOUR                         |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |130966    |RIB OKI MICROLINE 9PIN 182/183                    |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000042.000| 00000299.00000 | 000000012558.00 
STAT.STORE|NONE  |130974    |RIBBON C.ITTOH 8510                               |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |130982    |RIBBONS: PG 40-BLACK                              |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000004.000| 00000332.11500 | 000000001328.46 
STAT.STORE|NONE  |131006    |TONERS CLT                                        |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |131008    |RIBBON:HP CB435A(35)BLACK                         |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |131009    |RIBBON OKI MX 1150/1200                           |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |131016    |RIBBON MT 078750_MT660/691                        |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |131017    |RIBBON LEXMARK 2400 PRINTER                       |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000009.000| 00000096.22000 | 000000000865.98 
STAT.STORE|NONE  |131020    |RIBBONS TALLY T6218                               |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000012.000| 00001597.98917 | 000000019175.87 
STAT.STORE|NONE  |131024    |RIBBONS:SAMSUNG MLTD 105L                         |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000018.000| 00001803.24944 | 000000032458.49 
STAT.STORE|NONE  |131059    |RIBBON:HP CC656 COLOUR 901XL                      |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000001.000| 00000540.00000 | 000000000540.00 
STAT.STORE|NONE  |131083    |RIBBON:HP CC654 AE BLACK 901XL                    |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000002.000| 00000419.00000 | 000000000838.00 
STAT.STORE|NONE  |131105    |BOOKS: VEHICLE SERVICE & FUEL                     |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000070.000| 00000001.98000 | 000000000138.60 
STAT.STORE|NONE  |131106    |BOOKS:DAILY VEHICLE INSPECTION                    |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000100.000| 00000002.14000 | 000000000214.00 
STAT.STORE|NONE  |131120    |HP203 TONER-BLACK                                 |EACH  |STATION       |STATIONARY                                        |STATION                                                                             |STATIONARY                                        | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |131121    |HP 203 TONER CARTRIDGE-YELLOW                     |EACH  |STATION       |STATIONARY                                        |STATION                                                                             |STATIONARY                                        | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |131122    |HP 203 TONER CARTRIDGE-CYAN                       |EACH  |STATION       |STATIONARY                                        |STATION                                                                             |STATIONARY                                        | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |131123    |HP 203 TONER CARTRIDGE-MAGENTA                    |EACH  |STATION       |STATIONARY                                        |STATION                                                                             |STATIONARY                                        | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |131164    |BOOKS VEHICLE FUEL CONSUMPTION                    |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |131172    |BOEKE: ONDERHOUD VAN VOERTUIE                     |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |131173    |LETTERHEAD 1ST PRINT                              |REAM  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |131174    |LETTERHEADS -full colour                          |REAM  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |131175    |RIBBON:EPSON ERC27                                |REAM  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |131176    |LETTERHEADS 2ND PRINT-LOGO                        |REAM  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |131180    |ORDER FORMS CONTINUOUS                            |BOX   |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |706213    |PAPER WHITE TYPE 80G A4                           |REAM  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |707503    |NOTEBOOK                                          |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK700126 |FILES GREEN                                       |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK700541 |FILES NEW SYSTEM                                  |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK701025 |FILES LEVER ARCH A4                               |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK701505 |MARPENS                                           |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK701564 |PENS BALL POINT                                   |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK701637 |PARKER REFILLS                                    |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK701769 |PENCILS HB & H                                    |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK701874 |PENCIL LEAD .05MM                                 |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK702005 |INK MARKPEN                                       |BOTTLE|GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK702137 |PENCIL ERAZERS                                    |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK702269 |PINS                                              |BOX   |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK702374 |FILE FASTNER                                      |BOX   |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK702617 |HP51606C TRI COLOUR CARTRIDGES                    |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK702803 |PAPERCLIPS                                        |BOX   |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK702935 |DYMO TAPE                                         |ROLL  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK703222 |TIPPEX                                            |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK703354 |PRITT 18G                                         |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK703486 |GLUE OFFICE                                       |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK703532 |GLUE BOSTICK CLEAR                                |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK703591 |CORRECTING LIFT-OFF TAPE ET121                    |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK703656 |RIBBONS OLIVETTI TYPEWRIT ET12                    |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK703672 |RIBBONS OLIVETTI ET111                            |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK703982 |MT86 LINT                                         |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK704016 |CITOH 400LINT                                     |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK704067 |NCR6540 LINT                                      |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK704091 |MT131 PRINTER LINT                                |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK704113 |TONER MT905                                       |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK704148 |NP1215 TONER                                      |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK704202 |ROLLS ADDING                                      |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK704334 |ROLLS ADDING SHARP                                |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK704458 |ROLLS ADDING 3 3/8 X 3                            |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK704571 |WAPENS RAADSVOERTUIE                              |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK704644 |WAPENS RAADSVOERTUIE                              |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK705063 |ENVELOPES MONOGRAM 220 X 110 M                    |BOX   |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK705136 |ENVELOPES                                         |BOX   |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK705217 |ENVELOPES PAYSLIPS                                |BOX   |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK705306 |ENVELOPES BROWN 381 X 254MM                       |BOX   |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK705365 |ENVELOPES BROWN 230 X 320MM                       |BOX   |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK705438 |ENVELOPES WINDOWS 89 X 152MM                      |BOX   |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK705497 |ENVELOPES WINDOWS 220 X 110MM                     |BOX   |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK706043 |MEMO PAD                                          |PACK  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK706167 |PAPER OFFICIAL LETTER HEAD                        |PACK  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK706248 |PAPER COPY WHITE B4                               |REAM  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK706272 |PAPER BOND TYPE 70G A3                            |REAM  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK706728 |PAPER TYPING CARBON                               |BOX   |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK706868 |THYS STRYS SERTIFIKATE                            |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK707147 |GELEENTHEIDSSKAARTE                               |PACK  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK707201 |BUITEBLAD BEGROTING & FIN STAT                    |SET   |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK707503 |NOTEBOOK                                          |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK707562 |NOTEBOOK SHORTHAND                                |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK707635 |BOEKE ONTLEDINGS                                  |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK707759 |BOOKS CARBON A4                                   |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK707805 |BOOKS COUNTER A4                                  |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK709034 |BOOKS OVERTIME                                    |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK709123 |BOOKS LOGSHEET                                    |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK709174 |OFFISIELKE KWITANSIE W&L AFD                      |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK709271 |BOEKE LEWERING ELEKTRIES                          |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK709344 |BOEKE HEFFINF DIV DEBITEURE                       |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK709425 |BOEKE KWITANSIE BIBLIOTEEK                        |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK709778 |BOEKE REKWISISIE AANKOP                           |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK709824 |BOEKE REKWISISIE VOORRADE                         |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK709883 |BOEKE ONTVANGSBEWYS MAGASYN                       |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK709948 |BOEKE ONTVANGSBEWYS                               |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK710016 |OPSEGGING DIENSBOEKE                              |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK710067 |AANSOEKE OM NUWE OOREENKOMSTE                     |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK710113 |BOEKE DEBITEURE JOERNAAL                          |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK710687 |TRANSPARENT DIVIDING SHEETS                       |EACH  |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK711047 |LEERS_EYELINE PAIER                               |SET   |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK711101 |PAPER EYELINE 280 X 390                           |BOX   |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK711136 |EYELINE PAPER 216 X 370 SING P                    |BOX   |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK711403 |PAPIER REKENING WATER & LIGTE                     |BOX   |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK711454 |WATER/L REK (ROOI)                                |BOX   |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK711462 |WATER/L REK (GROEN)                               |BOX   |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK711594 |PAPIER VERKOPE BEHUISING/ERF_B                    |BOX   |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK711764 |PAPIER VERKOPE BEHUISING/ERF R                    |BOX   |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK711969 |PAPIER HEFFING DIV DIENS GROEN                    |BOX   |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK712132 |PAPIER HEFFINF DIV DIENS ROOI                     |BOX   |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK712256 |PAPIER KREDITEURE BETALINGSAD                     |BOX   |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK712418 |NCR DUPLICATE PAPER 140 X 241                     |BOX   |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
STAT.STORE|NONE  |ORK712477 |KWITANSIE STROKIES                                |BOX   |GENERAL       |GENERAL                                           |GENERAL                                                                             |GENERAL                                           | 000000000000.000| 00000000.00000 | 000000000000.00 
WORKS DIES|NONE  |900002    |WORKS DIESEL                                      |LT    |FUEL          |FUEL                                              |FUEL                                                                                |FUEL & OIL                                        | 000000000195.000| 00000015.62056 | 000000003046.01 
WORKS FUEL|NONE  |900001    |WORKS PETROL                                      |LT    |FUEL          |FUEL                                              |FUEL                                                                                |FUEL & OIL                                        | 000000000158.000| 00000016.35987 | 000000002584.86 
