hr185_reference,hr185_reference_normalized,supplier_code,supplier_name,transaction_date,transaction_type,amount,has_direct_grn_match,grn_match_type,grn_match_count,linking_method,has_inherited_grn_match,match_notes,grn_voucher,grn_inv_no,grn_supplier,paired_inv_reference
0001016455,1016455,400121,STILFONTEIN SPARES,2023-01-31,INV,2000.0,True,direct,1,standard,False,Invoice transaction,INVI005932,1016455.0,STILFONTEIN SPARES,
0001016456,1016456,400121,STILFONTEIN SPARES,2023-01-31,INV,2000.0,True,direct,1,standard,False,Invoice transaction,INVI005932,1016456.0,STILFONTEIN SPARES,
0001016556,1016556,400121,STILFONTEIN SPARES,2023-02-09,INV,1800.0,True,direct,1,standard,False,Invoice transaction,INVI005932,1016556.0,STILFONTEIN SPARES,
0001016557,1016557,400121,STILFONTEIN SPARES,2023-02-09,INV,1950.0,True,direct,1,standard,False,Invoice transaction,INVI005932,1016557.0,STILFONTEIN SPARES,
0001016558,1016558,400121,STILFONTEIN SPARES,2023-02-09,INV,1800.0,True,direct,1,standard,False,Invoice transaction,INVI005932,1016558.0,STILFONTEIN SPARES,
0001016559,1016559,400121,STILFONTEIN SPARES,2023-02-09,INV,1900.0,True,direct,1,standard,False,Invoice transaction,INVI005932,1016559.0,STILFONTEIN SPARES,
0001016560,1016560,400121,STILFONTEIN SPARES,2023-02-09,INV,1880.0,True,direct,1,standard,False,Invoice transaction,INVI005932,1016560.0,STILFONTEIN SPARES,
0001016561,1016561,400121,STILFONTEIN SPARES,2023-02-09,INV,2000.0,True,direct,1,standard,False,Invoice transaction,INVI005932,1016561.0,STILFONTEIN SPARES,
0001016562,1016562,400121,STILFONTEIN SPARES,2023-02-09,INV,2000.0,True,direct,1,standard,False,Invoice transaction,INVI005932,1016562.0,STILFONTEIN SPARES,
0001016563,1016563,400121,STILFONTEIN SPARES,2023-02-09,INV,870.0,True,direct,1,standard,False,Invoice transaction,INVI005932,1016563.0,STILFONTEIN SPARES,
0001016564,1016564,400121,STILFONTEIN SPARES,2023-02-09,INV,1890.0,True,direct,1,standard,False,Invoice transaction,INVI005932,1016564.0,STILFONTEIN SPARES,
0001016565,1016565,400121,STILFONTEIN SPARES,2023-02-09,INV,2000.0,True,direct,1,standard,False,Invoice transaction,INVI005932,1016565.0,STILFONTEIN SPARES,
32803,32803,400121,STILFONTEIN SPARES,2023-02-09,CHQ,45890.0,False,none,0,standard,False,Standalone CHQ transaction,,,,
0001016846,1016846,400121,STILFONTEIN SPARES,2023-03-17,INV,1620.0,True,direct,1,standard,False,Invoice transaction,INVI006039,1016846.0,STILFONTEIN SPARES,
0001016847,1016847,400121,STILFONTEIN SPARES,2023-03-17,INV,1980.0,True,direct,1,standard,False,Invoice transaction,INVI006039,1016847.0,STILFONTEIN SPARES,
0001016848,1016848,400121,STILFONTEIN SPARES,2023-03-17,INV,1980.0,True,direct,1,standard,False,Invoice transaction,INVI006039,1016848.0,STILFONTEIN SPARES,
0001016849,1016849,400121,STILFONTEIN SPARES,2023-03-17,INV,1880.0,True,direct,1,standard,False,Invoice transaction,INVI006039,1016849.0,STILFONTEIN SPARES,
0001016877,1016877,400121,STILFONTEIN SPARES,2023-03-17,INV,1910.0,True,direct,1,standard,False,Invoice transaction,INVI006051,1016877.0,STILFONTEIN SPARES,
0001016878,1016878,400121,STILFONTEIN SPARES,2023-03-17,INV,1990.0,True,direct,1,standard,False,Invoice transaction,INVI006051,1016878.0,STILFONTEIN SPARES,
0001016879,1016879,400121,STILFONTEIN SPARES,2023-03-17,INV,1800.0,True,direct,1,standard,False,Invoice transaction,INVI006051,1016879.0,STILFONTEIN SPARES,
0001016880,1016880,400121,STILFONTEIN SPARES,2023-03-17,INV,1206.0,True,direct,1,standard,False,Invoice transaction,INVI006051,1016880.0,STILFONTEIN SPARES,
0001016881,1016881,400121,STILFONTEIN SPARES,2023-03-17,INV,1380.0,True,direct,1,standard,False,Invoice transaction,INVI006051,1016881.0,STILFONTEIN SPARES,
0001016882,1016882,400121,STILFONTEIN SPARES,2023-03-17,INV,1206.0,True,direct,1,standard,False,Invoice transaction,INVI006051,1016882.0,STILFONTEIN SPARES,
0001016884,1016884,400121,STILFONTEIN SPARES,2023-03-17,INV,600.0,True,direct,1,standard,False,Invoice transaction,INVI006051,1016884.0,STILFONTEIN SPARES,
0001016885,1016885,400121,STILFONTEIN SPARES,2023-03-17,INV,1380.0,True,direct,1,standard,False,Invoice transaction,INVI006051,1016885.0,STILFONTEIN SPARES,
0001016886,1016886,400121,STILFONTEIN SPARES,2023-03-17,INV,1730.0,True,direct,1,standard,False,Invoice transaction,INVI006051,1016886.0,STILFONTEIN SPARES,
0001016887,1016887,400121,STILFONTEIN SPARES,2023-03-17,INV,1700.0,True,direct,1,standard,False,Invoice transaction,INVI006051,1016887.0,STILFONTEIN SPARES,
0001016888,1016888,400121,STILFONTEIN SPARES,2023-03-17,INV,1950.0,True,direct,1,standard,False,Invoice transaction,INVI006051,1016888.0,STILFONTEIN SPARES,
33636,33636,400121,STILFONTEIN SPARES,2023-03-17,CHQ,7460.0,False,none,0,standard,False,Standalone CHQ transaction,,,,
33669,33669,400121,STILFONTEIN SPARES,2023-03-22,CHQ,16852.0,False,none,0,standard,False,Standalone CHQ transaction,,,,
0001017157,1017157,400121,STILFONTEIN SPARES,2023-04-25,INV,2000.0,True,direct,1,standard,False,Invoice transaction,INVI006180,1017157.0,STILFONTEIN SPARES,
0001017158,1017158,400121,STILFONTEIN SPARES,2023-04-25,INV,1930.0,True,direct,1,standard,False,Invoice transaction,INVI006180,1017158.0,STILFONTEIN SPARES,
34801,34801,400121,STILFONTEIN SPARES,2023-04-25,CHQ,3930.0,False,none,0,standard,False,Standalone CHQ transaction,,,,
0001017486,1017486,400121,STILFONTEIN SPARES,2023-05-25,INV,1560.0,True,direct,1,standard,False,Invoice transaction,INVI006315,1017486.0,STILFONTEIN SPARES,
0001017487,1017487,400121,STILFONTEIN SPARES,2023-05-25,INV,770.0,True,direct,1,standard,False,Invoice transaction,INVI006315,1017487.0,STILFONTEIN SPARES,
0001017488,1017488,400121,STILFONTEIN SPARES,2023-05-25,INV,740.0,True,direct,1,standard,False,Invoice transaction,INVI006315,1017488.0,STILFONTEIN SPARES,
0001017489,1017489,400121,STILFONTEIN SPARES,2023-05-25,INV,1860.0,True,direct,1,standard,False,Invoice transaction,INVI006315,1017489.0,STILFONTEIN SPARES,
0001017490,1017490,400121,STILFONTEIN SPARES,2023-05-25,INV,1000.0,True,direct,1,standard,False,Invoice transaction,INVI006315,1017490.0,STILFONTEIN SPARES,
0001017491,1017491,400121,STILFONTEIN SPARES,2023-05-25,INV,1980.0,True,direct,1,standard,False,Invoice transaction,INVI006315,1017491.0,STILFONTEIN SPARES,
0001017500,1017500,400121,STILFONTEIN SPARES,2023-05-29,INV,1160.0,True,direct,1,standard,False,Invoice transaction,INVI006315,1017500.0,STILFONTEIN SPARES,
0001017503,1017503,400121,STILFONTEIN SPARES,2023-05-29,INV,1900.0,True,direct,1,standard,False,Invoice transaction,INVI006315,1017503.0,STILFONTEIN SPARES,
0001017504,1017504,400121,STILFONTEIN SPARES,2023-05-29,INV,1980.0,True,direct,1,standard,False,Invoice transaction,INVI006315,1017504.0,STILFONTEIN SPARES,
0001017505,1017505,400121,STILFONTEIN SPARES,2023-05-29,INV,1950.0,True,direct,1,standard,False,Invoice transaction,INVI006315,1017505.0,STILFONTEIN SPARES,
0001017506,1017506,400121,STILFONTEIN SPARES,2023-05-29,INV,2000.0,True,direct,1,standard,False,Invoice transaction,INVI006315,1017506.0,STILFONTEIN SPARES,
0001017507,1017507,400121,STILFONTEIN SPARES,2023-05-29,INV,1840.0,True,direct,1,standard,False,Invoice transaction,INVI006315,1017507.0,STILFONTEIN SPARES,
0001017523,1017523,400121,STILFONTEIN SPARES,2023-05-29,INV,4200.0,True,direct,1,standard,False,Invoice transaction,INVI006315,1017523.0,STILFONTEIN SPARES,
0001017524,1017524,400121,STILFONTEIN SPARES,2023-05-29,INV,600.0,True,direct,1,standard,False,Invoice transaction,INVI006315,1017524.0,STILFONTEIN SPARES,
0001017525,1017525,400121,STILFONTEIN SPARES,2023-05-29,INV,1980.0,True,direct,1,standard,False,Invoice transaction,INVI006315,1017525.0,STILFONTEIN SPARES,
0001017526,1017526,400121,STILFONTEIN SPARES,2023-05-29,INV,1880.0,True,direct,1,standard,False,Invoice transaction,INVI006315,1017526.0,STILFONTEIN SPARES,
0001017527,1017527,400121,STILFONTEIN SPARES,2023-05-29,INV,680.0,True,direct,1,standard,False,Invoice transaction,INVI006315,1017527.0,STILFONTEIN SPARES,
0001017531,1017531,400121,STILFONTEIN SPARES,2023-05-30,INV,1400.0,True,direct,1,standard,False,Invoice transaction,INVI006315,1017531.0,STILFONTEIN SPARES,
0001017532,1017532,400121,STILFONTEIN SPARES,2023-05-30,INV,1800.0,True,direct,1,standard,False,Invoice transaction,INVI006315,1017532.0,STILFONTEIN SPARES,
0001017534,1017534,400121,STILFONTEIN SPARES,2023-05-30,INV,1900.0,True,direct,1,standard,False,Invoice transaction,INVI006340,1017534.0,STILFONTEIN SPARES,
35610,35610,400121,STILFONTEIN SPARES,2023-05-30,CHQ,31280.0,False,none,0,standard,False,Standalone CHQ transaction,,,,
35611,35611,400121,STILFONTEIN SPARES,2023-06-05,CHQ,1900.0,False,none,0,standard,False,Standalone CHQ transaction,,,,
0001017623,1017623,400121,STILFONTEIN SPARES,2023-06-07,INV,1980.0,True,direct,1,standard,False,Invoice transaction,INVI006362,1017623.0,STILFONTEIN SPARES,
0001017624,1017624,400121,STILFONTEIN SPARES,2023-06-07,INV,1100.0,True,direct,1,standard,False,Invoice transaction,INVI006362,1017624.0,STILFONTEIN SPARES,
35714,35714,400121,STILFONTEIN SPARES,2023-06-07,CHQ,22190.0,False,none,0,standard,False,Standalone CHQ transaction,,,,
0001017669,1017669,400121,STILFONTEIN SPARES,2023-06-09,INV,1280.0,True,direct,1,standard,False,Invoice transaction,INVI006362,1017669.0,STILFONTEIN SPARES,
0001017670,1017670,400121,STILFONTEIN SPARES,2023-06-09,INV,1950.0,True,direct,1,standard,False,Invoice transaction,INVI006362,1017670.0,STILFONTEIN SPARES,
0001017671,1017671,400121,STILFONTEIN SPARES,2023-06-09,INV,1950.0,True,direct,1,standard,False,Invoice transaction,INVI006362,1017671.0,STILFONTEIN SPARES,
0001017672,1017672,400121,STILFONTEIN SPARES,2023-06-09,INV,1900.0,True,direct,1,standard,False,Invoice transaction,INVI006362,1017672.0,STILFONTEIN SPARES,
0001017673,1017673,400121,STILFONTEIN SPARES,2023-06-09,INV,1980.0,True,direct,1,standard,False,Invoice transaction,INVI006362,1017673.0,STILFONTEIN SPARES,
0001017674,1017674,400121,STILFONTEIN SPARES,2023-06-09,INV,1860.0,True,direct,1,standard,False,Invoice transaction,INVI006362,1017674.0,STILFONTEIN SPARES,
0001017675,1017675,400121,STILFONTEIN SPARES,2023-06-09,INV,1910.0,True,direct,1,standard,False,Invoice transaction,INVI006362,1017675.0,STILFONTEIN SPARES,
0001017676,1017676,400121,STILFONTEIN SPARES,2023-06-09,INV,850.0,True,direct,1,standard,False,Invoice transaction,INVI006362,1017676.0,STILFONTEIN SPARES,
0001017677,1017677,400121,STILFONTEIN SPARES,2023-06-09,INV,1430.0,True,direct,1,standard,False,Invoice transaction,INVI006362,1017677.0,STILFONTEIN SPARES,
0001017678,1017678,400121,STILFONTEIN SPARES,2023-06-09,INV,2000.0,True,direct,1,standard,False,Invoice transaction,INVI006362,1017678.0,STILFONTEIN SPARES,
0001017679,1017679,400121,STILFONTEIN SPARES,2023-06-09,INV,2000.0,True,direct,1,standard,False,Invoice transaction,INVI006362,1017679.0,STILFONTEIN SPARES,
0001017725,1017725,400121,STILFONTEIN SPARES,2023-06-14,INV,1980.0,True,direct,1,standard,False,Invoice transaction,INVI006392,1017725.0,STILFONTEIN SPARES,
0001017726,1017726,400121,STILFONTEIN SPARES,2023-06-14,INV,1760.0,True,direct,1,standard,False,Invoice transaction,INVI006392,1017726.0,STILFONTEIN SPARES,
0001017727,1017727,400121,STILFONTEIN SPARES,2023-06-14,INV,410.0,True,direct,1,standard,False,Invoice transaction,INVI006392,1017727.0,STILFONTEIN SPARES,
0001017731,1017731,400121,STILFONTEIN SPARES,2023-06-14,INV,780.0,True,direct,1,standard,False,Invoice transaction,INVI006392,1017731.0,STILFONTEIN SPARES,
0001017733,1017733,400121,STILFONTEIN SPARES,2023-06-14,INV,680.0,True,direct,1,standard,False,Invoice transaction,INVI006392,1017733.0,STILFONTEIN SPARES,
0001017736,1017736,400121,STILFONTEIN SPARES,2023-06-14,INV,1920.0,True,direct,1,standard,False,Invoice transaction,INVI006392,1017736.0,STILFONTEIN SPARES,
0001017737,1017737,400121,STILFONTEIN SPARES,2023-06-14,INV,1990.0,True,direct,1,standard,False,Invoice transaction,INVI006392,1017737.0,STILFONTEIN SPARES,
0001017738,1017738,400121,STILFONTEIN SPARES,2023-06-14,INV,1980.0,True,direct,1,standard,False,Invoice transaction,INVI006392,1017738.0,STILFONTEIN SPARES,
36382,36382,400121,STILFONTEIN SPARES,2023-06-15,CHQ,11500.0,False,none,0,standard,False,Standalone CHQ transaction,,,,
0001017832,1017832,400121,STILFONTEIN SPARES,2023-06-23,INV,1650.0,True,direct,1,standard,False,Invoice transaction,INVI006421,1017832.0,STILFONTEIN SPARES,
0001017834,1017834,400121,STILFONTEIN SPARES,2023-06-23,INV,1950.0,True,direct,1,standard,False,Invoice transaction,INVI006421,1017834.0,STILFONTEIN SPARES,
36383,36383,400121,STILFONTEIN SPARES,2023-06-26,CHQ,3600.0,False,none,0,standard,False,Standalone CHQ transaction,,,,
0001017864,1017864,400121,STILFONTEIN SPARES,2023-06-28,INV,1210.0,True,direct,1,standard,False,Invoice transaction,INVI006440,1017864.0,STILFONTEIN SPARES,
0001017866,1017866,400121,STILFONTEIN SPARES,2023-06-28,INV,1910.0,True,direct,1,standard,False,Invoice transaction,INVI006440,1017866.0,STILFONTEIN SPARES,
36384,36384,400121,STILFONTEIN SPARES,2023-06-29,CHQ,3120.0,False,none,0,standard,False,Standalone CHQ transaction,,,,
0001014935,1014935,400263,@ OFFICE WORLD,2022-08-04,CN,-76702.0,False,none,0,standard,False,CN transaction,,,,
0001015367,1015367,400263,@ OFFICE WORLD,2022-10-05,INV,1799.7,True,direct,1,standard,False,Invoice transaction,INVI005440,1015367.0,@ OFFICE WORLD,
29951,29951,400263,@ OFFICE WORLD,2022-10-05,CHQ,8749.7,False,none,0,standard,False,Standalone CHQ transaction,,,,
0001015437,1015437,400263,@ OFFICE WORLD,2022-10-13,INV,6950.0,True,direct,1,standard,False,Invoice transaction,INVI005440,1015437.0,@ OFFICE WORLD,
0001015483,1015483,400263,@ OFFICE WORLD,2022-10-14,INV,3207.0,True,direct,1,standard,False,Invoice transaction,INVI005494,1015483.0,@ OFFICE WORLD,
0001015485,1015485,400263,@ OFFICE WORLD,2022-10-14,INV,1698.26,True,direct,3,standard,False,Invoice transaction,INVI005494,1015485.0,@ OFFICE WORLD,
29952,29952,400263,@ OFFICE WORLD,2022-10-14,CHQ,4905.26,False,none,0,standard,False,Standalone CHQ transaction,,,,
0001016097,1016097,400263,@ OFFICE WORLD,2022-12-12,INV,540.0,True,direct,1,standard,False,Invoice transaction,INVI005770,1016097.0,@ OFFICE WORLD,
31907,31907,400263,@ OFFICE WORLD,2022-12-14,CHQ,540.0,False,none,0,standard,False,Standalone CHQ transaction,,,,
0001016474,1016474,400263,@ OFFICE WORLD,2023-02-07,INV,630.02,True,direct,1,standard,False,Invoice transaction,INVI005916,1016474.0,@ OFFICE WORLD,
32804,32804,400263,@ OFFICE WORLD,2023-02-08,CHQ,630.02,False,none,0,standard,False,Standalone CHQ transaction,,,,
0001016743,1016743,400263,@ OFFICE WORLD,2023-03-07,INV,1134.0,True,direct,1,standard,False,Invoice transaction,INVI006001,1016743.0,@ OFFICE WORLD,
33539,33539,400263,@ OFFICE WORLD,2023-03-09,CHQ,1134.0,False,none,0,standard,False,Standalone CHQ transaction,,,,
0001016904,1016904,400263,@ OFFICE WORLD,2023-03-23,INV,29033.0,True,direct,6,standard,False,Invoice transaction,INVI006058,1016904.0,@ OFFICE WORLD,
33670,33670,400263,@ OFFICE WORLD,2023-03-23,CHQ,29033.0,False,inherited_from_inv,6,inv_chq_inheritance,True,Payment for INV 1016904,INVI006058,1016904.0,@ OFFICE WORLD,1016904.0
0001017012,1017012,400263,@ OFFICE WORLD,2023-04-05,INV,16168.0,True,direct,1,standard,False,Invoice transaction,INVI006109,1017012.0,@ OFFICE WORLD,
34215,34215,400263,@ OFFICE WORLD,2023-04-05,CHQ,16168.0,False,inherited_from_inv,1,inv_chq_inheritance,True,Payment for INV 1017012,INVI006109,1017012.0,@ OFFICE WORLD,1017012.0
0001017063,1017063,400263,@ OFFICE WORLD,2023-04-13,INV,11317.0,True,direct,1,standard,False,Invoice transaction,INVI006133,1017063.0,@ OFFICE WORLD,
0001017062,1017062,400263,@ OFFICE WORLD,2023-04-13,DN,986.0,False,none,0,standard,False,DN transaction,,,,
34274,34274,400263,@ OFFICE WORLD,2023-04-13,CHQ,36654.64,False,none,0,standard,False,Standalone CHQ transaction,,,,
0001017071,1017071,400263,@ OFFICE WORLD,2023-04-14,INV,22570.0,True,direct,5,standard,False,Invoice transaction,INVI006133,1017071.0,@ OFFICE WORLD,
0001017085,1017085,400263,@ OFFICE WORLD,2023-04-18,INV,1781.64,True,direct,1,standard,False,Invoice transaction,INVI006133,1017085.0,@ OFFICE WORLD,
0001017207,1017207,400263,@ OFFICE WORLD,2023-04-26,INV,1786.2,True,direct,3,standard,False,Invoice transaction,INVI006195,1017207.0,@ OFFICE WORLD,
34837,34837,400263,@ OFFICE WORLD,2023-04-26,CHQ,1786.2,False,inherited_from_inv,3,inv_chq_inheritance,True,Payment for INV 1017207,INVI006195,1017207.0,@ OFFICE WORLD,1017207.0
0001017272,1017272,400263,@ OFFICE WORLD,2023-05-11,INV,1273.73,True,direct,1,standard,False,Invoice transaction,INVI006220,1017272.0,@ OFFICE WORLD,
35022,35022,400263,@ OFFICE WORLD,2023-05-11,CHQ,1273.73,False,inherited_from_inv,1,inv_chq_inheritance,True,Payment for INV 1017272,INVI006220,1017272.0,@ OFFICE WORLD,1017272.0
0001017565,1017565,400263,@ OFFICE WORLD,2023-06-05,INV,12975.0,True,direct,1,standard,False,Invoice transaction,INVI006332,1017565.0,@ OFFICE WORLD,
0001017567,1017567,400263,@ OFFICE WORLD,2023-06-05,INV,23280.0,True,direct,1,standard,False,Invoice transaction,INVI006332,1017567.0,@ OFFICE WORLD,
35716,35716,400263,@ OFFICE WORLD,2023-06-05,CHQ,36255.0,False,none,0,standard,False,Standalone CHQ transaction,,,,
35753,35753,400263,@ OFFICE WORLD,2023-06-05,CHQ,12764.0,False,none,0,standard,False,Standalone CHQ transaction,,,,
0001017873,1017873,400263,@ OFFICE WORLD,2023-06-29,INV,18514.0,True,direct,1,standard,False,Invoice transaction,INVI006438,1017873.0,@ OFFICE WORLD,
36385,36385,400263,@ OFFICE WORLD,2023-06-29,CHQ,18514.0,False,inherited_from_inv,1,inv_chq_inheritance,True,Payment for INV 1017873,INVI006438,1017873.0,@ OFFICE WORLD,1017873.0
0001014836,1014836,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-07-01,INV,732138.3,False,none,0,standard,False,Invoice transaction,,,,
0001014866,1014866,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-07-04,INV,209882.48,False,none,0,standard,False,Invoice transaction,,,,
0001014867,1014867,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-07-04,INV,209882.48,False,none,0,standard,False,Invoice transaction,,,,
27823,27823,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-07-04,CHQ,419764.96,False,none,0,standard,False,Standalone CHQ transaction,,,,
0001014869,1014869,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-07-05,INV,26910.0,False,none,0,standard,False,Invoice transaction,,,,
27898,27898,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-07-05,CHQ,26910.0,False,none,0,standard,False,Payment for INV 1014869 (INV also unmatched),,,,1014869.0
27914,27914,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-07-15,CHQ,1339609.7,False,none,0,standard,False,Standalone CHQ transaction,,,,
27968,27968,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-07-22,CHQ,914907.8,False,none,0,standard,False,Standalone CHQ transaction,,,,
27986,27986,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-07-28,CHQ,54421.45,False,none,0,standard,False,Standalone CHQ transaction,,,,
27987,27987,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-07-28,CHQ,363796.29,False,none,0,standard,False,Standalone CHQ transaction,,,,
0001014936,1014936,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-08-05,INV,36742.5,True,direct,1,standard,False,Invoice transaction,INVI005271,1014936.0,E.K. CONSTRUCTION AND ALL GENERAL TRADING,
0001014937,1014937,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-08-05,INV,117162.0,True,direct,1,standard,False,Invoice transaction,INVI005271,1014937.0,E.K. CONSTRUCTION AND ALL GENERAL TRADING,
0001014938,1014938,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-08-05,INV,147200.0,True,direct,1,standard,False,Invoice transaction,INVI005271,1014938.0,E.K. CONSTRUCTION AND ALL GENERAL TRADING,
0001014939,1014939,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-08-05,INV,462300.0,True,direct,1,standard,False,Invoice transaction,INVI005271,1014939.0,E.K. CONSTRUCTION AND ALL GENERAL TRADING,
0001014940,1014940,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-08-05,INV,462300.0,True,direct,1,standard,False,Invoice transaction,INVI005271,1014940.0,E.K. CONSTRUCTION AND ALL GENERAL TRADING,
0001014941,1014941,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-08-05,INV,732138.3,True,direct,1,standard,False,Invoice transaction,INVI005271,1014941.0,E.K. CONSTRUCTION AND ALL GENERAL TRADING,
28473,28473,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-08-05,CHQ,1957842.8,False,none,0,standard,False,Standalone CHQ transaction,,,,
0001015041,1015041,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-08-17,INV,732138.3,True,direct,1,standard,False,Invoice transaction,INVI005293,1015041.0,E.K. CONSTRUCTION AND ALL GENERAL TRADING,
0001015042,1015042,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-08-17,INV,76176.0,True,direct,1,standard,False,Invoice transaction,INVI005293,1015042.0,E.K. CONSTRUCTION AND ALL GENERAL TRADING,
0001015043,1015043,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-08-17,INV,240534.0,True,direct,1,standard,False,Invoice transaction,INVI005293,1015043.0,E.K. CONSTRUCTION AND ALL GENERAL TRADING,
0001015050,1015050,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-08-18,INV,195615.0,True,direct,1,standard,False,Invoice transaction,INVI005293,1015050.0,E.K. CONSTRUCTION AND ALL GENERAL TRADING,
28672,28672,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-08-18,CHQ,1853963.3,False,none,0,standard,False,Standalone CHQ transaction,,,,
0001015054,1015054,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-08-23,INV,462300.0,True,direct,1,standard,False,Invoice transaction,INVI005293,1015054.0,E.K. CONSTRUCTION AND ALL GENERAL TRADING,
0001015055,1015055,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-08-23,INV,147200.0,True,direct,1,standard,False,Invoice transaction,INVI005293,1015055.0,E.K. CONSTRUCTION AND ALL GENERAL TRADING,
0001015082,1015082,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-08-26,INV,34921.25,True,direct,1,standard,False,Invoice transaction,INVI005315,1015082.0,E.K. CONSTRUCTION AND ALL GENERAL TRADING,
0001015088,1015088,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-08-31,INV,148005.0,True,direct,1,standard,False,Invoice transaction,INVI005320,1015088.0,E.K. CONSTRUCTION AND ALL GENERAL TRADING,
0001015089,1015089,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-08-31,INV,732138.3,True,direct,4,standard,False,Invoice transaction,INVI005320,1015089.0,E.K. CONSTRUCTION AND ALL GENERAL TRADING,
0001015091,1015091,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-08-31,INV,186300.0,True,direct,1,standard,False,Invoice transaction,INVI005321,1015091.0,E.K. CONSTRUCTION AND ALL GENERAL TRADING,
29187,29187,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-08-31,CHQ,1101364.55,False,none,0,standard,False,Standalone CHQ transaction,,,,
0001015132,1015132,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-09-06,INV,129720.0,True,direct,1,standard,False,Invoice transaction,INVI005343,1015132.0,E.K. CONSTRUCTION AND ALL GENERAL TRADING,
0001015133,1015133,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-09-06,INV,646507.0,True,direct,1,standard,False,Invoice transaction,INVI005343,1015133.0,E.K. CONSTRUCTION AND ALL GENERAL TRADING,
29236,29236,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-09-06,CHQ,1153243.0,False,none,0,standard,False,Standalone CHQ transaction,,,,
0001015144,1015144,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-09-07,INV,167256.0,True,direct,1,standard,False,Invoice transaction,INVI005343,1015144.0,E.K. CONSTRUCTION AND ALL GENERAL TRADING,
0001015145,1015145,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-09-07,INV,209760.0,True,direct,1,standard,False,Invoice transaction,INVI005343,1015145.0,E.K. CONSTRUCTION AND ALL GENERAL TRADING,
0001015182,1015182,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-09-09,INV,732138.3,True,direct,1,standard,False,Invoice transaction,INVI005365,1015182.0,E.K. CONSTRUCTION AND ALL GENERAL TRADING,
29258,29258,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-09-09,CHQ,684687.0,False,none,0,standard,False,Standalone CHQ transaction,,,,
29297,29297,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-09-09,CHQ,732138.3,False,inherited_from_inv,1,inv_chq_inheritance,True,Payment for INV 1015182,INVI005365,1015182.0,E.K. CONSTRUCTION AND ALL GENERAL TRADING,1015182.0
29330,29330,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-09-13,CHQ,938273.5,False,none,0,standard,False,Standalone CHQ transaction,,,,
0001015195,1015195,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-09-14,INV,646507.0,True,direct,1,standard,False,Invoice transaction,INVI005368,1015195.0,E.K. CONSTRUCTION AND ALL GENERAL TRADING,
0001015196,1015196,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-09-14,INV,184000.0,True,direct,1,standard,False,Invoice transaction,INVI005368,1015196.0,E.K. CONSTRUCTION AND ALL GENERAL TRADING,
0001015197,1015197,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-09-14,INV,172960.0,True,direct,1,standard,False,Invoice transaction,INVI005368,1015197.0,E.K. CONSTRUCTION AND ALL GENERAL TRADING,
