hr185_reference,hr185_reference_normalized,supplier_code,supplier_name,transaction_date,transaction_type,amount,has_direct_grn_match,grn_match_type,grn_match_count,linking_method,has_inherited_grn_match,match_notes,grn_voucher,grn_inv_no,grn_supplier,paired_inv_reference
0001020175,1020175,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-26,INV,8600.34,True,direct,1,standard,False,Invoice transaction,INVI007394,1020175.0,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,
0001020176,1020176,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-26,INV,1035.0,True,direct,1,standard,False,Invoice transaction,INVI007394,1020176.0,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,
0001020177,1020177,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-26,INV,2380.1,True,direct,1,standard,False,Invoice transaction,INVI007394,1020177.0,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,
0001020178,1020178,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-26,INV,5140.2,True,direct,1,standard,False,Invoice transaction,INVI007394,1020178.0,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,
0001020179,1020179,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-26,INV,2540.1,True,direct,1,standard,False,Invoice transaction,INVI007394,1020179.0,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,
0001020181,1020181,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-26,INV,5370.21,True,direct,1,standard,False,Invoice transaction,INVI007394,1020181.0,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,
0001020182,1020182,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-26,INV,172.5,True,direct,1,standard,False,Invoice transaction,INVI007394,1020182.0,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,
0001020183,1020183,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-26,INV,3550.14,True,direct,1,standard,False,Invoice transaction,INVI007394,1020183.0,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,
44949,44949,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-26,CHQ,43203.92,False,none,0,standard,False,Standalone CHQ transaction,,,,
0001020231,1020231,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-29,INV,6000.24,True,direct,1,standard,False,Invoice transaction,INVI007422,1020231.0,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,
0001020232,1020232,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-29,INV,287.5,True,direct,1,standard,False,Invoice transaction,INVI007422,1020232.0,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,
0001020233,1020233,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-29,INV,345.0,True,direct,1,standard,False,Invoice transaction,INVI007422,1020233.0,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,
0001020234,1020234,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-29,INV,517.5,True,direct,1,standard,False,Invoice transaction,INVI007422,1020234.0,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,
0001020235,1020235,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-29,INV,782.0,True,direct,1,standard,False,Invoice transaction,INVI007422,1020235.0,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,
0001020236,1020236,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-29,INV,1725.07,True,direct,1,standard,False,Invoice transaction,INVI007422,1020236.0,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,
0001020237,1020237,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-29,INV,1552.5,True,direct,1,standard,False,Invoice transaction,INVI007422,1020237.0,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,
0001020238,1020238,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-29,INV,172.5,True,direct,1,standard,False,Invoice transaction,INVI007422,1020238.0,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,
0001020239,1020239,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-29,INV,575.0,True,direct,1,standard,False,Invoice transaction,INVI007422,1020239.0,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,
0001020240,1020240,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-29,INV,172.5,True,direct,1,standard,False,Invoice transaction,INVI007422,1020240.0,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,
0001020241,1020241,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-29,INV,1035.0,True,direct,1,standard,False,Invoice transaction,INVI007422,1020241.0,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,
0001020242,1020242,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-29,INV,345.0,True,direct,1,standard,False,Invoice transaction,INVI007422,1020242.0,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,
0001020243,1020243,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-29,INV,1650.07,True,direct,1,standard,False,Invoice transaction,INVI007422,1020243.0,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,
0001020244,1020244,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-29,INV,1450.06,True,direct,1,standard,False,Invoice transaction,INVI007422,1020244.0,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,
0001020245,1020245,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-29,INV,6480.0,True,direct,1,standard,False,Invoice transaction,INVI007422,1020245.0,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,
0001020247,1020247,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-29,INV,172.5,True,direct,1,standard,False,Invoice transaction,INVI007422,1020247.0,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,
0001020248,1020248,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-29,INV,287.5,True,direct,1,standard,False,Invoice transaction,INVI007422,1020248.0,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,
0001020249,1020249,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-29,INV,517.5,True,direct,1,standard,False,Invoice transaction,INVI007422,1020249.0,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,
0001020250,1020250,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-29,INV,517.5,True,direct,1,standard,False,Invoice transaction,INVI007422,1020250.0,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,
0001020256,1020256,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-29,INV,25381.02,True,direct,1,standard,False,Invoice transaction,INVI007422,1020256.0,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,
0001020259,1020259,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-29,INV,5140.2,True,direct,1,standard,False,Invoice transaction,INVI007422,1020259.0,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,
44950,44950,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-29,CHQ,68376.4,False,none,0,standard,False,Standalone CHQ transaction,,,,
0001018136,1018136,404016,MAMOKOMANE FUNERAL PARLOUR,2023-08-30,INV,6001.0,True,direct,1,standard,False,Invoice transaction,INVI006521,1018136.0,MAMOKOMANE FUNERAL PARLOUR,
0001018137,1018137,404016,MAMOKOMANE FUNERAL PARLOUR,2023-08-30,INV,7738.0,True,direct,1,standard,False,Invoice transaction,INVI006521,1018137.0,MAMOKOMANE FUNERAL PARLOUR,
0001018138,1018138,404016,MAMOKOMANE FUNERAL PARLOUR,2023-08-30,INV,6001.0,True,direct,1,standard,False,Invoice transaction,INVI006521,1018138.0,MAMOKOMANE FUNERAL PARLOUR,
0001018139,1018139,404016,MAMOKOMANE FUNERAL PARLOUR,2023-08-30,INV,2725.0,True,direct,1,standard,False,Invoice transaction,INVI006521,1018139.0,MAMOKOMANE FUNERAL PARLOUR,
0001018140,1018140,404016,MAMOKOMANE FUNERAL PARLOUR,2023-08-30,INV,2725.0,True,direct,1,standard,False,Invoice transaction,INVI006521,1018140.0,MAMOKOMANE FUNERAL PARLOUR,
0001018141,1018141,404016,MAMOKOMANE FUNERAL PARLOUR,2023-08-30,INV,6001.0,True,direct,1,standard,False,Invoice transaction,INVI006521,1018141.0,MAMOKOMANE FUNERAL PARLOUR,
0001018144,1018144,404016,MAMOKOMANE FUNERAL PARLOUR,2023-08-30,INV,6001.0,True,direct,1,standard,False,Invoice transaction,INVI006521,1018144.0,MAMOKOMANE FUNERAL PARLOUR,
0001018145,1018145,404016,MAMOKOMANE FUNERAL PARLOUR,2023-08-30,INV,8552.0,True,direct,1,standard,False,Invoice transaction,INVI006521,1018145.0,MAMOKOMANE FUNERAL PARLOUR,
0001018146,1018146,404016,MAMOKOMANE FUNERAL PARLOUR,2023-08-30,INV,6733.0,True,direct,1,standard,False,Invoice transaction,INVI006521,1018146.0,MAMOKOMANE FUNERAL PARLOUR,
0001018147,1018147,404016,MAMOKOMANE FUNERAL PARLOUR,2023-08-30,INV,6001.0,True,direct,1,standard,False,Invoice transaction,INVI006521,1018147.0,MAMOKOMANE FUNERAL PARLOUR,
0001018148,1018148,404016,MAMOKOMANE FUNERAL PARLOUR,2023-08-30,INV,8552.0,True,direct,1,standard,False,Invoice transaction,INVI006521,1018148.0,MAMOKOMANE FUNERAL PARLOUR,
0001018149,1018149,404016,MAMOKOMANE FUNERAL PARLOUR,2023-08-30,INV,6733.0,True,direct,1,standard,False,Invoice transaction,INVI006521,1018149.0,MAMOKOMANE FUNERAL PARLOUR,
37770,37770,404016,MAMOKOMANE FUNERAL PARLOUR,2023-08-30,CHQ,73763.0,False,none,0,standard,False,Standalone CHQ transaction,,,,
0001018462,1018462,404016,MAMOKOMANE FUNERAL PARLOUR,2023-10-13,INV,8552.0,True,direct,1,standard,False,Invoice transaction,INVI006668,1018462.0,MAMOKOMANE FUNERAL PARLOUR,
0001018463,1018463,404016,MAMOKOMANE FUNERAL PARLOUR,2023-10-13,INV,2725.0,True,direct,1,standard,False,Invoice transaction,INVI006668,1018463.0,MAMOKOMANE FUNERAL PARLOUR,
0001018464,1018464,404016,MAMOKOMANE FUNERAL PARLOUR,2023-10-13,INV,6733.0,True,direct,1,standard,False,Invoice transaction,INVI006668,1018464.0,MAMOKOMANE FUNERAL PARLOUR,
0001018465,1018465,404016,MAMOKOMANE FUNERAL PARLOUR,2023-10-13,INV,3303.0,True,direct,1,standard,False,Invoice transaction,INVI006668,1018465.0,MAMOKOMANE FUNERAL PARLOUR,
0001018466,1018466,404016,MAMOKOMANE FUNERAL PARLOUR,2023-10-13,INV,6733.0,True,direct,1,standard,False,Invoice transaction,INVI006668,1018466.0,MAMOKOMANE FUNERAL PARLOUR,
0001018467,1018467,404016,MAMOKOMANE FUNERAL PARLOUR,2023-10-13,INV,6733.0,True,direct,1,standard,False,Invoice transaction,INVI006668,1018467.0,MAMOKOMANE FUNERAL PARLOUR,
0001018468,1018468,404016,MAMOKOMANE FUNERAL PARLOUR,2023-10-13,INV,6733.0,True,direct,1,standard,False,Invoice transaction,INVI006668,1018468.0,MAMOKOMANE FUNERAL PARLOUR,
0001018469,1018469,404016,MAMOKOMANE FUNERAL PARLOUR,2023-10-13,INV,6001.0,True,direct,1,standard,False,Invoice transaction,INVI006668,1018469.0,MAMOKOMANE FUNERAL PARLOUR,
0001018470,1018470,404016,MAMOKOMANE FUNERAL PARLOUR,2023-10-13,INV,6733.0,True,direct,1,standard,False,Invoice transaction,INVI006668,1018470.0,MAMOKOMANE FUNERAL PARLOUR,
0001018471,1018471,404016,MAMOKOMANE FUNERAL PARLOUR,2023-10-13,INV,6733.0,True,direct,1,standard,False,Invoice transaction,INVI006668,1018471.0,MAMOKOMANE FUNERAL PARLOUR,
0001018472,1018472,404016,MAMOKOMANE FUNERAL PARLOUR,2023-10-13,INV,6733.0,True,direct,1,standard,False,Invoice transaction,INVI006668,1018472.0,MAMOKOMANE FUNERAL PARLOUR,
0001018473,1018473,404016,MAMOKOMANE FUNERAL PARLOUR,2023-10-13,INV,6733.0,True,direct,1,standard,False,Invoice transaction,INVI006668,1018473.0,MAMOKOMANE FUNERAL PARLOUR,
38589,38589,404016,MAMOKOMANE FUNERAL PARLOUR,2023-10-16,CHQ,74445.0,False,none,0,standard,False,Standalone CHQ transaction,,,,
0001018890,1018890,404016,MAMOKOMANE FUNERAL PARLOUR,2023-12-12,INV,6733.0,True,direct,1,standard,False,Invoice transaction,INVI006876,1018890.0,MAMOKOMANE FUNERAL PARLOUR,
0001018891,1018891,404016,MAMOKOMANE FUNERAL PARLOUR,2023-12-12,INV,6733.0,True,direct,1,standard,False,Invoice transaction,INVI006876,1018891.0,MAMOKOMANE FUNERAL PARLOUR,
0001018892,1018892,404016,MAMOKOMANE FUNERAL PARLOUR,2023-12-12,INV,8552.0,True,direct,1,standard,False,Invoice transaction,INVI006876,1018892.0,MAMOKOMANE FUNERAL PARLOUR,
0001018893,1018893,404016,MAMOKOMANE FUNERAL PARLOUR,2023-12-12,INV,3303.0,True,direct,1,standard,False,Invoice transaction,INVI006876,1018893.0,MAMOKOMANE FUNERAL PARLOUR,
0001018894,1018894,404016,MAMOKOMANE FUNERAL PARLOUR,2023-12-12,INV,6733.0,True,direct,1,standard,False,Invoice transaction,INVI006876,1018894.0,MAMOKOMANE FUNERAL PARLOUR,
0001018895,1018895,404016,MAMOKOMANE FUNERAL PARLOUR,2023-12-12,INV,6733.0,True,direct,1,standard,False,Invoice transaction,INVI006876,1018895.0,MAMOKOMANE FUNERAL PARLOUR,
0001018896,1018896,404016,MAMOKOMANE FUNERAL PARLOUR,2023-12-12,INV,6733.0,True,direct,1,standard,False,Invoice transaction,INVI006876,1018896.0,MAMOKOMANE FUNERAL PARLOUR,
0001018897,1018897,404016,MAMOKOMANE FUNERAL PARLOUR,2023-12-12,INV,6733.0,True,direct,1,standard,False,Invoice transaction,INVI006876,1018897.0,MAMOKOMANE FUNERAL PARLOUR,
0001018898,1018898,404016,MAMOKOMANE FUNERAL PARLOUR,2023-12-12,INV,6733.0,True,direct,1,standard,False,Invoice transaction,INVI006876,1018898.0,MAMOKOMANE FUNERAL PARLOUR,
0001018899,1018899,404016,MAMOKOMANE FUNERAL PARLOUR,2023-12-12,INV,8552.0,True,direct,1,standard,False,Invoice transaction,INVI006876,1018899.0,MAMOKOMANE FUNERAL PARLOUR,
40117,40117,404016,MAMOKOMANE FUNERAL PARLOUR,2023-12-12,CHQ,67538.0,False,none,0,standard,False,Standalone CHQ transaction,,,,
0001019206,1019206,404016,MAMOKOMANE FUNERAL PARLOUR,2024-01-25,INV,6733.0,True,direct,1,standard,False,Invoice transaction,INVI007017,1019206.0,MAMOKOMANE FUNERAL PARLOUR,
0001019207,1019207,404016,MAMOKOMANE FUNERAL PARLOUR,2024-01-25,INV,6733.0,True,direct,1,standard,False,Invoice transaction,INVI007017,1019207.0,MAMOKOMANE FUNERAL PARLOUR,
0001019208,1019208,404016,MAMOKOMANE FUNERAL PARLOUR,2024-01-25,INV,6733.0,True,direct,1,standard,False,Invoice transaction,INVI007017,1019208.0,MAMOKOMANE FUNERAL PARLOUR,
0001019209,1019209,404016,MAMOKOMANE FUNERAL PARLOUR,2024-01-25,INV,3033.0,True,direct,1,standard,False,Invoice transaction,INVI007017,1019209.0,MAMOKOMANE FUNERAL PARLOUR,
0001019210,1019210,404016,MAMOKOMANE FUNERAL PARLOUR,2024-01-25,INV,6733.0,True,direct,1,standard,False,Invoice transaction,INVI007017,1019210.0,MAMOKOMANE FUNERAL PARLOUR,
0001019211,1019211,404016,MAMOKOMANE FUNERAL PARLOUR,2024-01-25,INV,6733.0,True,direct,1,standard,False,Invoice transaction,INVI007017,1019211.0,MAMOKOMANE FUNERAL PARLOUR,
0001019212,1019212,404016,MAMOKOMANE FUNERAL PARLOUR,2024-01-25,INV,6733.0,True,direct,1,standard,False,Invoice transaction,INVI007017,1019212.0,MAMOKOMANE FUNERAL PARLOUR,
41350,41350,404016,MAMOKOMANE FUNERAL PARLOUR,2024-01-25,CHQ,43431.0,False,none,0,standard,False,Standalone CHQ transaction,,,,
0001019851,1019851,404016,MAMOKOMANE FUNERAL PARLOUR,2024-05-31,INV,6733.0,True,direct,1,standard,False,Invoice transaction,INVI007260,1019851.0,MAMOKOMANE FUNERAL PARLOUR,
0001019852,1019852,404016,MAMOKOMANE FUNERAL PARLOUR,2024-05-31,INV,3303.0,True,direct,1,standard,False,Invoice transaction,INVI007260,1019852.0,MAMOKOMANE FUNERAL PARLOUR,
0001019853,1019853,404016,MAMOKOMANE FUNERAL PARLOUR,2024-05-31,INV,6733.0,True,direct,1,standard,False,Invoice transaction,INVI007260,1019853.0,MAMOKOMANE FUNERAL PARLOUR,
0001019854,1019854,404016,MAMOKOMANE FUNERAL PARLOUR,2024-05-31,INV,6733.0,True,direct,1,standard,False,Invoice transaction,INVI007260,1019854.0,MAMOKOMANE FUNERAL PARLOUR,
0001019855,1019855,404016,MAMOKOMANE FUNERAL PARLOUR,2024-05-31,INV,3303.0,True,direct,1,standard,False,Invoice transaction,INVI007260,1019855.0,MAMOKOMANE FUNERAL PARLOUR,
0001019856,1019856,404016,MAMOKOMANE FUNERAL PARLOUR,2024-05-31,INV,3303.0,True,direct,1,standard,False,Invoice transaction,INVI007260,1019856.0,MAMOKOMANE FUNERAL PARLOUR,
0001019857,1019857,404016,MAMOKOMANE FUNERAL PARLOUR,2024-05-31,INV,3303.0,True,direct,1,standard,False,Invoice transaction,INVI007260,1019857.0,MAMOKOMANE FUNERAL PARLOUR,
0001019858,1019858,404016,MAMOKOMANE FUNERAL PARLOUR,2024-05-31,INV,6733.0,True,direct,1,standard,False,Invoice transaction,INVI007260,1019858.0,MAMOKOMANE FUNERAL PARLOUR,
0001019859,1019859,404016,MAMOKOMANE FUNERAL PARLOUR,2024-05-31,INV,6733.0,True,direct,1,standard,False,Invoice transaction,INVI007260,1019859.0,MAMOKOMANE FUNERAL PARLOUR,
0001019860,1019860,404016,MAMOKOMANE FUNERAL PARLOUR,2024-05-31,INV,8552.0,True,direct,1,standard,False,Invoice transaction,INVI007260,1019860.0,MAMOKOMANE FUNERAL PARLOUR,
0001019861,1019861,404016,MAMOKOMANE FUNERAL PARLOUR,2024-05-31,INV,6733.0,True,direct,1,standard,False,Invoice transaction,INVI007260,1019861.0,MAMOKOMANE FUNERAL PARLOUR,
43901,43901,404016,MAMOKOMANE FUNERAL PARLOUR,2024-05-31,CHQ,62162.0,False,none,0,standard,False,Standalone CHQ transaction,,,,
0001020133,1020133,404016,MAMOKOMANE FUNERAL PARLOUR,2024-06-25,INV,6733.0,True,direct,1,standard,False,Invoice transaction,INVI007376,1020133.0,MAMOKOMANE FUNERAL PARLOUR,
0001020134,1020134,404016,MAMOKOMANE FUNERAL PARLOUR,2024-06-25,INV,6733.0,True,direct,1,standard,False,Invoice transaction,INVI007376,1020134.0,MAMOKOMANE FUNERAL PARLOUR,
0001020135,1020135,404016,MAMOKOMANE FUNERAL PARLOUR,2024-06-25,INV,3303.0,True,direct,1,standard,False,Invoice transaction,INVI007376,1020135.0,MAMOKOMANE FUNERAL PARLOUR,
0001020136,1020136,404016,MAMOKOMANE FUNERAL PARLOUR,2024-06-25,INV,6733.0,True,direct,1,standard,False,Invoice transaction,INVI007376,1020136.0,MAMOKOMANE FUNERAL PARLOUR,
44778,44778,404016,MAMOKOMANE FUNERAL PARLOUR,2024-06-25,CHQ,50434.0,False,none,0,standard,False,Standalone CHQ transaction,,,,
0001017922,1017922,840062,BOITUMELO PADI BUSINESS SOLUTIONS (PTY) LTD,2023-07-03,INV,5999.0,True,direct,1,standard,False,Invoice transaction,INVI006447,1017922.0,BOITUMELO PADI BUSINESS SOLUTIONS (PTY) LTD,
0001018168,1018168,840062,BOITUMELO PADI BUSINESS SOLUTIONS (PTY) LTD,2023-09-02,INV,57678.87,True,direct,1,standard,False,Invoice transaction,INVI006537,1018168.0,BOITUMELO PADI BUSINESS SOLUTIONS (PTY) LTD,
37752,37752,840062,BOITUMELO PADI BUSINESS SOLUTIONS (PTY) LTD,2023-09-02,CHQ,57678.87,False,inherited_from_inv,1,inv_chq_inheritance,True,Payment for INV 1018168,INVI006537,1018168.0,BOITUMELO PADI BUSINESS SOLUTIONS (PTY) LTD,1018168.0
0001018326,1018326,840062,BOITUMELO PADI BUSINESS SOLUTIONS (PTY) LTD,2023-09-29,INV,306600.0,True,direct,2,standard,False,Invoice transaction,INVI006610,1018326.0,BOITUMELO PADI BUSINESS SOLUTIONS (PTY) LTD,
38469,38469,840062,BOITUMELO PADI BUSINESS SOLUTIONS (PTY) LTD,2023-09-29,CHQ,306600.0,False,inherited_from_inv,2,inv_chq_inheritance,True,Payment for INV 1018326,INVI006610,1018326.0,BOITUMELO PADI BUSINESS SOLUTIONS (PTY) LTD,1018326.0
0001018419,1018419,840062,BOITUMELO PADI BUSINESS SOLUTIONS (PTY) LTD,2023-10-13,INV,57747.4,True,direct,1,standard,False,Invoice transaction,INVI006643,1018419.0,BOITUMELO PADI BUSINESS SOLUTIONS (PTY) LTD,
38615,38615,840062,BOITUMELO PADI BUSINESS SOLUTIONS (PTY) LTD,2023-10-13,CHQ,57747.4,False,inherited_from_inv,1,inv_chq_inheritance,True,Payment for INV 1018419,INVI006643,1018419.0,BOITUMELO PADI BUSINESS SOLUTIONS (PTY) LTD,1018419.0
0001018584,1018584,840062,BOITUMELO PADI BUSINESS SOLUTIONS (PTY) LTD,2023-11-07,INV,20997.77,True,direct,1,standard,False,Invoice transaction,INVI006735,1018584.0,BOITUMELO PADI BUSINESS SOLUTIONS (PTY) LTD,
39142,39142,840062,BOITUMELO PADI BUSINESS SOLUTIONS (PTY) LTD,2023-11-07,CHQ,20997.77,False,inherited_from_inv,1,inv_chq_inheritance,True,Payment for INV 1018584,INVI006735,1018584.0,BOITUMELO PADI BUSINESS SOLUTIONS (PTY) LTD,1018584.0
37836,37836,899648,SAMBA SOLUTIONS/NHLAMULO (K2023774256 (S.A)PTY LTD,2023-08-31,CHQ,2179825.0,False,none,0,standard,False,Standalone CHQ transaction,,,,
0001018192,1018192,899648,SAMBA SOLUTIONS/NHLAMULO (K2023774256 (S.A)PTY LTD,2023-09-08,INV,211600.0,True,direct,1,standard,False,Invoice transaction,INVI006549,1018192.0,SAMBA SOLUTIONS/NHLAMULO (K2023774256 (S.A)PTY LTD,
39081,39081,899648,SAMBA SOLUTIONS/NHLAMULO (K2023774256 (S.A)PTY LTD,2023-09-08,CHQ,201555.5,False,none,0,standard,False,Standalone CHQ transaction,,,,
44760,44760,899648,SAMBA SOLUTIONS/NHLAMULO (K2023774256 (S.A)PTY LTD,2023-09-08,CHQ,211600.0,False,inherited_from_inv,1,inv_chq_inheritance,True,Payment for INV 1018192,INVI006549,1018192.0,SAMBA SOLUTIONS/NHLAMULO (K2023774256 (S.A)PTY LTD,1018192.0
0001018219,1018219,899648,SAMBA SOLUTIONS/NHLAMULO (K2023774256 (S.A)PTY LTD,2023-09-14,CN,-211600.0,False,none,0,standard,False,CN transaction,,,,
0001019916,1019916,899648,SAMBA SOLUTIONS/NHLAMULO (K2023774256 (S.A)PTY LTD,2024-06-07,DN,211600.0,False,none,0,standard,False,DN transaction,,,,
0001020028,1020028,899648,SAMBA SOLUTIONS/NHLAMULO (K2023774256 (S.A)PTY LTD,2024-06-21,INV,575000.0,True,direct,1,standard,False,Invoice transaction,INVI007450,1020028.0,SAMBA SOLUTIONS/NHLAMULO (K2023774256 (S.A)PTY LTD,
0001020561,1020561,100536,CONQUEST CHEMICALS,2024-10-21,INV,1980.0,True,direct,1,standard,False,Invoice transaction,INVI007606,1020561.0,CONQUEST CHEMICALS,
47867,47867,100536,CONQUEST CHEMICALS,2024-10-21,CHQ,1980.0,False,inherited_from_inv,1,inv_chq_inheritance,True,Payment for INV 1020561,INVI007606,1020561.0,CONQUEST CHEMICALS,1020561.0
0001022032,1022032,100536,CONQUEST CHEMICALS,2025-06-30,INV,1182.0,True,direct,1,standard,False,Invoice transaction,INVI008298,1022032.0,CONQUEST CHEMICALS,
55279,55279,100536,CONQUEST CHEMICALS,2025-06-30,CHQ,17528.0,False,none,0,standard,False,Standalone CHQ transaction,,,,
0001020276,1020276,102652,KLERKSDORP RECORD,2024-07-04,INV,27627.6,True,direct,1,standard,False,Invoice transaction,INVI007432,1020276.0,KLERKSDORP RECORD,
44983,44983,102652,KLERKSDORP RECORD,2024-07-04,CHQ,27627.6,False,inherited_from_inv,1,inv_chq_inheritance,True,Payment for INV 1020276,INVI007432,1020276.0,KLERKSDORP RECORD,1020276.0
0001020290,1020290,102652,KLERKSDORP RECORD,2024-07-08,INV,11040.0,True,direct,1,standard,False,Invoice transaction,INVI007441,1020290.0,KLERKSDORP RECORD,
44984,44984,102652,KLERKSDORP RECORD,2024-07-08,CHQ,11040.0,False,inherited_from_inv,1,inv_chq_inheritance,True,Payment for INV 1020290,INVI007441,1020290.0,KLERKSDORP RECORD,1020290.0
0001020301,1020301,102652,KLERKSDORP RECORD,2024-07-09,INV,21252.0,True,direct,1,standard,False,Invoice transaction,INVI007449,1020301.0,KLERKSDORP RECORD,
45026,45026,102652,KLERKSDORP RECORD,2024-07-09,CHQ,67592.4,False,none,0,standard,False,Standalone CHQ transaction,,,,
0001020302,1020302,102652,KLERKSDORP RECORD,2024-07-10,INV,7792.4,True,direct,1,standard,False,Invoice transaction,INVI007449,1020302.0,KLERKSDORP RECORD,
0001020303,1020303,102652,KLERKSDORP RECORD,2024-07-10,INV,7084.0,True,direct,1,standard,False,Invoice transaction,INVI007449,1020303.0,KLERKSDORP RECORD,
0001020304,1020304,102652,KLERKSDORP RECORD,2024-07-10,INV,10212.0,True,direct,1,standard,False,Invoice transaction,INVI007449,1020304.0,KLERKSDORP RECORD,
0001020310,1020310,102652,KLERKSDORP RECORD,2024-07-12,INV,21252.0,True,direct,1,standard,False,Invoice transaction,INVI007449,1020310.0,KLERKSDORP RECORD,
47894,47894,102652,KLERKSDORP RECORD,2024-07-23,CHQ,137043.2,False,none,0,standard,False,Standalone CHQ transaction,,,,
47895,47895,102652,KLERKSDORP RECORD,2024-07-25,CHQ,187205.28,False,none,0,standard,False,Standalone CHQ transaction,,,,
0001020360,1020360,102652,KLERKSDORP RECORD,2024-09-06,INV,6302.0,True,direct,1,standard,False,Invoice transaction,INVI007479,1020360.0,KLERKSDORP RECORD,
46425,46425,102652,KLERKSDORP RECORD,2024-09-12,CHQ,6302.0,False,none,0,standard,False,Standalone CHQ transaction,,,,
46491,46491,102652,KLERKSDORP RECORD,2024-09-20,CHQ,5313.0,False,none,0,standard,False,Standalone CHQ transaction,,,,
