item_no,tran_date,type,reference,line,vote_no,grn_qty,grn_value,issue_qty,issue_value,average_pr,var_percent,description,date_from,date_to,store,source_file
214426,2025-05-09,ISS,145930,3,0602ELP92ZZWM,,,214426.0,20250509.0,3.0,100.0,COPPER PILC,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
214426,2025-05-09,ISS,148874,1,0602ELP93ZZWM,,,214426.0,20250509.0,1.0,100.0,COPPER PILC,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
214426,2025-05-16,ISS,140213,2,0602ELP93ZZWM,,,214426.0,20250516.0,2.0,100.0,COPPER PILC,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
214426,2025-06-20,ISS,140214,4,0602ELP93ZZWM,,,214426.0,20250620.0,4.0,100.0,COPPER PILC,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
214426,2025-06-20,Carried Forward,,,,214426.0,20250620.0,,,,,COPPER PILC,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
214434,2022-06-23,Carried Forward,,,,214434.0,20220623.0,,,,,COPPER PILC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214434,2022-06-23,Carried Forward,,,,214434.0,20220623.0,,,,,COPPER PILC,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
214434,2022-06-23,Carried Forward,,,,214434.0,20220623.0,,,,,COPPER PILC,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
214442,2022-07-26,Brought Forward,,,,214442.0,20220726.0,,,,,COPPER PILC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214442,2022-07-26,WRO,00000000000524,0200PRMRCZZWM,7.00,,,214442.0,20220726.0,200.0,100.0,COPPER PILC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214442,2022-08-18,ISS,138432,2,0602ELP93ZZWM,,,214442.0,20220818.0,2.0,100.0,COPPER PILC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214442,2022-08-22,ISS,138240,1,0602ELP91ZZWM,,,214442.0,20220822.0,1.0,100.0,COPPER PILC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214442,2022-08-23,ISS,140466,1,0602ELP91ZZWM,,,214442.0,20220823.0,1.0,100.0,COPPER PILC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214442,2022-08-23,ISS,140561,1,0602ELP92ZZWM,,,214442.0,20220823.0,1.0,100.0,COPPER PILC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214442,2022-09-12,ISS,138499,1,0602ELP92ZZWM,,,214442.0,20220912.0,1.0,100.0,COPPER PILC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214442,2022-10-03,ISS,141554,1,0602ELP91ZZWM,,,214442.0,20221003.0,1.0,100.0,COPPER PILC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214442,2022-10-03,ISS,140498,3,0602ELP91ZZWM,,,214442.0,20221003.0,3.0,100.0,COPPER PILC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214442,2022-10-24,ISS,138436,1,0602ELP93ZZWM,,,214442.0,20221024.0,1.0,100.0,COPPER PILC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214442,2022-10-24,ISS,140485,4,0602ELP91ZZWM,,,214442.0,20221024.0,4.0,100.0,COPPER PILC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214442,2023-06-01,ISS,140372,1,0602ELP92ZZWM,,,214442.0,20230601.0,1.0,100.0,COPPER PILC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214442,2023-06-27,ISS,139810,1,0602ELP94ZZWM,,,214442.0,20230627.0,1.0,100.0,COPPER PILC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214442,2023-06-27,ISS,140398,1,0602ELP94ZZWM,,,214442.0,20230627.0,1.0,100.0,COPPER PILC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214442,2023-06-27,Carried Forward,,,,214442.0,20230627.0,,,,,COPPER PILC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214442,2023-07-19,Brought Forward,,,,214442.0,20230719.0,,,,,COPPER PILC,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
214442,2023-07-19,ISS,144407,1,0602ELP92ZZWM,,,214442.0,20230719.0,1.0,100.0,COPPER PILC,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
214442,2023-08-08,ISS,144563,1,0602ELP93ZZWM,,,214442.0,20230808.0,1.0,100.0,COPPER PILC,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
214442,2023-08-24,ISS,144762,1,0602ELP92ZZWM,,,214442.0,20230824.0,1.0,100.0,COPPER PILC,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
214442,2023-09-11,ISS,140152,7,0602ELP24ZZWM,,,214442.0,20230911.0,7.0,100.0,COPPER PILC,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
214442,2023-09-11,ISS,140153,1,0602ELP91ZZWM,,,214442.0,20230911.0,1.0,100.0,COPPER PILC,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
214442,2024-04-19,ISS,144438,1,0602ELP92ZZWM,,,214442.0,20240419.0,1.0,100.0,COPPER PILC,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
214442,2024-04-19,Carried Forward,,,,214442.0,20240419.0,,,,,COPPER PILC,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
214442,2024-12-10,Brought Forward,,,,214442.0,20241210.0,,,,,COPPER PILC,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
214442,2024-12-10,ISS,145790,3,0602ELP91ZZWM,,,214442.0,20241210.0,3.0,100.0,COPPER PILC,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
214442,2024-12-10,Carried Forward,,,,214442.0,20241210.0,,,,,COPPER PILC,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
214469,2022-07-26,Brought Forward,,,,214469.0,20220726.0,,,,,COPPER PILC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214469,2022-07-26,WRO,00000000000525,0200PRMRCZZWM,53.00,,,214469.0,20220726.0,200.0,100.0,COPPER PILC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214469,2022-07-26,Carried Forward,,,,214469.0,20220726.0,,,,,COPPER PILC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214469,2023-07-10,Brought Forward,,,,214469.0,20230710.0,,,,,COPPER PILC,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
214469,2023-07-10,WRO,00000000000630,0200PRMRCZZWM,86.00,,,214469.0,20230710.0,200.0,100.0,COPPER PILC,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
214469,2023-07-10,Carried Forward,,,,214469.0,20230710.0,,,,,COPPER PILC,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
214469,2023-07-10,Carried Forward,,,,214469.0,20230710.0,,,,,COPPER PILC,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
214485,2021-11-10,Carried Forward,,,,214485.0,20211110.0,,,,,PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214485,2021-11-10,Carried Forward,,,,214485.0,20211110.0,,,,,PVC,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
214485,2021-11-10,Carried Forward,,,,214485.0,20211110.0,,,,,PVC,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
214493,2022-08-23,Brought Forward,,,,214493.0,20220823.0,,,,,PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214493,2022-08-23,ISS,140703,1,0602ELP91ZZWM,,,214493.0,20220823.0,1.0,100.0,PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214493,2022-08-23,ISS,138249,1,0602ELP91ZZWM,,,214493.0,20220823.0,1.0,100.0,PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214493,2022-12-22,GRN,00027514,300.00,"467,700.00",,,214493.0,20221222.0,300.0,100.0,PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214493,2023-01-10,ISS,141362,2,0602ELP91ZZWM,,,214493.0,20230110.0,2.0,100.0,PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214493,2023-01-16,ISS,141167,2,0602ELP94ZZWM,,,214493.0,20230116.0,2.0,100.0,PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214493,2023-01-16,ISS,139929,1,0602ELP94ZZWM,,,214493.0,20230116.0,1.0,100.0,PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214493,2023-01-16,ISS,140737,4,0602ELP94ZZWM,,,214493.0,20230116.0,4.0,100.0,PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214493,2023-01-17,ISS,140742,3,0602ELP94ZZWM,,,214493.0,20230117.0,3.0,100.0,PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214493,2023-01-23,ISS,141174,5,0602ELP91ZZWM,,,214493.0,20230123.0,5.0,100.0,PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214493,2023-01-23,ISS,141389,1,0602ELP91ZZWM,,,214493.0,20230123.0,1.0,100.0,PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214493,2023-01-23,ISS,141387,3,0602ELP91ZZWM,,,214493.0,20230123.0,3.0,100.0,PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214493,2023-01-23,ISS,135818,2,0602ELP94ZZWM,,,214493.0,20230123.0,2.0,100.0,PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214493,2023-02-07,ISS,141397,2,0602ELP94ZZWM,,,214493.0,20230207.0,2.0,100.0,PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214493,2023-02-07,ISS,141399,2,0602ELP94ZZWM,,,214493.0,20230207.0,2.0,100.0,PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214493,2023-02-07,ISS,141652,2,0602ELP94ZZWM,,,214493.0,20230207.0,2.0,100.0,PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214493,2023-02-07,ISS,140749,1,0602ELP91ZZWM,,,214493.0,20230207.0,1.0,100.0,PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214493,2023-02-07,ISS,141651,1,0602ELP91ZZWM,,,214493.0,20230207.0,1.0,100.0,PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214493,2023-02-21,ISS,141385,3,0602ELP94ZZWM,,,214493.0,20230221.0,3.0,100.0,PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214493,2023-02-21,ISS,141602,2,0602ELP94ZZWM,,,214493.0,20230221.0,2.0,100.0,PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214493,2023-03-06,ISS,141619,3,0602ELP92ZZWM,,,214493.0,20230306.0,3.0,100.0,PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214493,2023-03-06,ISS,141623,3,0602ELP92ZZWM,,,214493.0,20230306.0,3.0,100.0,PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214493,2023-03-08,ISS,141193,2,0602ELP91ZZWM,,,214493.0,20230308.0,2.0,100.0,PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214493,2023-06-01,ISS,107265,7,0602ELP93ZZWM,,,214493.0,20230601.0,7.0,100.0,PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214493,2023-06-01,Carried Forward,,,,214493.0,20230601.0,,,,,PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214493,2024-01-26,Brought Forward,,,,214493.0,20240126.0,,,,,PVC,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
214493,2024-01-26,ISS,140200,1,0602ELP92ZZWM,,,214493.0,20240126.0,1.0,100.0,PVC,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
214493,2024-04-19,ISS,146324,4,0602ELP91ZZWM,,,214493.0,20240419.0,4.0,100.0,PVC,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
214493,2024-05-22,ISS,146318,1,0602ELP91ZZWM,,,214493.0,20240522.0,1.0,100.0,PVC,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
214493,2024-05-22,Carried Forward,,,,214493.0,20240522.0,,,,,PVC,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
214493,2024-07-10,Brought Forward,,,,214493.0,20240710.0,,,,,PVC,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
214493,2024-07-10,ISS,144923,1,0602ELP92ZZWM,,,214493.0,20240710.0,1.0,100.0,PVC,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
214493,2024-07-17,WRO,00000000000698,0200PRMRCZZWM,7.00,,,214493.0,20240717.0,200.0,100.0,PVC,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
214493,2024-11-20,ISS,145780,1,0602ELP91ZZWM,,,214493.0,20241120.0,1.0,100.0,PVC,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
214493,2024-11-20,ISS,145798,2,0602ELP91ZZWM,,,214493.0,20241120.0,2.0,100.0,PVC,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
214493,2024-11-27,ISS,145779,3,0602ELP91ZZWM,,,214493.0,20241127.0,3.0,100.0,PVC,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
214493,2024-12-10,ISS,147266,3,0602ELP93ZZWM,,,214493.0,20241210.0,3.0,100.0,PVC,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
214493,2024-12-12,ISS,147267,5,0602ELP93ZZWM,,,214493.0,20241212.0,5.0,100.0,PVC,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
214493,2025-05-09,ISS,138371,1,0602ELP92ZZWM,,,214493.0,20250509.0,1.0,100.0,PVC,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
214493,2025-06-20,ISS,140214,5,0602ELP93ZZWM,,,214493.0,20250620.0,5.0,100.0,PVC,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
214493,2025-06-20,Carried Forward,,,,214493.0,20250620.0,,,,,PVC,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
214507,2022-07-26,Brought Forward,,,,214507.0,20220726.0,,,,,PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214507,2022-07-26,WRO,00000000000526,0200PRMRCZZWM,15.00,,,214507.0,20220726.0,200.0,100.0,PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214507,2022-07-26,Carried Forward,,,,214507.0,20220726.0,,,,,PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214507,2022-07-26,Carried Forward,,,,214507.0,20220726.0,,,,,PVC,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
214507,2022-07-26,Carried Forward,,,,214507.0,20220726.0,,,,,PVC,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
214566,2022-06-17,Carried Forward,,,,214566.0,20220617.0,,,,,ALLUMINIUM,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214566,2023-07-10,Brought Forward,,,,214566.0,20230710.0,,,,,ALLUMINIUM,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
214566,2023-07-10,WRO,00000000000630,0200PRMRCZZWM,80.00,,,214566.0,20230710.0,200.0,100.0,ALLUMINIUM,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
214566,2023-07-10,Carried Forward,,,,214566.0,20230710.0,,,,,ALLUMINIUM,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
214566,2023-07-10,Carried Forward,,,,214566.0,20230710.0,,,,,ALLUMINIUM,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
214574,2023-05-19,Brought Forward,,,,214574.0,20230519.0,,,,,V PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214574,2023-05-19,GRN,00028744,300.00,"467,700.00",,,214574.0,20230519.0,300.0,100.0,V PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214574,2023-05-19,Carried Forward,,,,214574.0,20230519.0,,,,,V PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214574,2023-08-17,Brought Forward,,,,214574.0,20230817.0,,,,,V PVC,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
214574,2023-08-17,GRN,00029336,1200.00,"1,870,800.00",,,214574.0,20230817.0,1200.0,100.0,V PVC,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
214574,2024-04-19,ISS,146179,1,0602ELP92ZZWM,,,214574.0,20240419.0,1.0,100.0,V PVC,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
214574,2024-04-19,ISS,146182,1,0602ELP92ZZWM,,,214574.0,20240419.0,1.0,100.0,V PVC,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
214574,2024-05-22,ISS,127664,1,0602ELP93ZZWM,,,214574.0,20240522.0,1.0,100.0,V PVC,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
214574,2024-05-22,Carried Forward,,,,214574.0,20240522.0,,,,,V PVC,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
214574,2024-07-04,Brought Forward,,,,214574.0,20240704.0,,,,,V PVC,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
214574,2024-07-04,Carried Forward,,,,214574.0,20240704.0,,,,,V PVC,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
214582,2022-07-26,Brought Forward,,,,214582.0,20220726.0,,,,,V PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214582,2022-07-26,WRO,00000000000527,0200PRMRCZZWM,9.00,,,214582.0,20220726.0,200.0,100.0,V PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214582,2022-08-18,ISS,140467,6,0602ELP91ZZWM,,,214582.0,20220818.0,6.0,100.0,V PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214582,2022-08-18,ISS,140467,7,0602ELP91ZZWM,,,214582.0,20220818.0,7.0,100.0,V PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214582,2022-08-22,ISS,135812,1,0602ELP93ZZWM,,,214582.0,20220822.0,1.0,100.0,V PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214582,2022-08-22,ISS,140469,1,0602ELP91ZZWM,,,214582.0,20220822.0,1.0,100.0,V PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214582,2022-08-22,ISS,138244,3,0602ELP91ZZWM,,,214582.0,20220822.0,3.0,100.0,V PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214582,2022-08-22,ISS,105027,4,0602ELP92ZZWM,,,214582.0,20220822.0,4.0,100.0,V PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214582,2022-08-23,ISS,140701,2,0602ELP91ZZWM,,,214582.0,20220823.0,2.0,100.0,V PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214582,2022-08-23,ISS,138242,2,0602ELP91ZZWM,,,214582.0,20220823.0,2.0,100.0,V PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214582,2022-08-23,ISS,138437,2,0602ELP93ZZWM,,,214582.0,20220823.0,2.0,100.0,V PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214582,2022-08-23,ISS,138437,3,0602ELP93ZZWM,,,214582.0,20220823.0,3.0,100.0,V PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214582,2022-08-23,ISS,140465,2,0602ELP91ZZWM,,,214582.0,20220823.0,2.0,100.0,V PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214582,2022-08-23,ISS,140474,2,0602ELP91ZZWM,,,214582.0,20220823.0,2.0,100.0,V PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214582,2022-08-23,ISS,122950,1,0602ELP91ZZWM,,,214582.0,20220823.0,1.0,100.0,V PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214582,2022-08-23,ISS,137550,1,0602ELP92ZZWM,,,214582.0,20220823.0,1.0,100.0,V PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214582,2022-09-08,ISS,140716,1,0602ELP91ZZWM,,,214582.0,20220908.0,1.0,100.0,V PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214582,2022-09-12,ISS,138499,2,0602ELP92ZZWM,,,214582.0,20220912.0,2.0,100.0,V PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214582,2022-09-12,ISS,138495,2,0602ELP92ZZWM,,,214582.0,20220912.0,2.0,100.0,V PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214582,2022-09-12,ISS,138467,1,0602ELP92ZZWM,,,214582.0,20220912.0,1.0,100.0,V PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214582,2022-10-03,ISS,141561,1,0602ELP91ZZWM,,,214582.0,20221003.0,1.0,100.0,V PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214582,2022-10-24,ISS,140567,4,0602ELP91ZZWM,,,214582.0,20221024.0,4.0,100.0,V PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214582,2022-10-24,ISS,139964,4,0602ELP92ZZWM,,,214582.0,20221024.0,4.0,100.0,V PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214582,2022-10-24,ISS,141574,1,0602ELP91ZZWM,,,214582.0,20221024.0,1.0,100.0,V PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214582,2022-11-03,ISS,139915,2,0602ELP93ZZWM,,,214582.0,20221103.0,2.0,100.0,V PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214582,2022-11-24,GRN,00027289,300.00,"377,826.00",,,214582.0,20221124.0,300.0,100.0,V PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214582,2023-01-23,ISS,140743,1,0602ELP94ZZWM,,,214582.0,20230123.0,1.0,100.0,V PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214582,2023-03-08,ISS,141193,1,0602ELP91ZZWM,,,214582.0,20230308.0,1.0,100.0,V PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214582,2023-04-18,ISS,141635,2,0602ELP91ZZWM,,,214582.0,20230418.0,2.0,100.0,V PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214582,2023-04-18,Carried Forward,,,,214582.0,20230418.0,,,,,V PVC,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
214582,2023-07-20,Brought Forward,,,,214582.0,20230720.0,,,,,V PVC,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
214582,2023-07-20,ISS,141546,4,0602ELP91ZZWM,,,214582.0,20230720.0,4.0,100.0,V PVC,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
