item_no,tran_date,type,reference,line,vote_no,grn_qty,grn_value,issue_qty,issue_value,average_pr,var_percent,description,date_from,date_to,store,source_file
200018,2022-06-17,Carried Forward,,,,200018.0,20220617.0,,,,,KV,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
200018,2023-08-15,Brought Forward,,,,200018.0,20230815.0,,,,,KV,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200018,2023-08-15,ISS,139843,2,0602ELP91ZZWM,,,200018.0,20230815.0,2.0,,KV,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200018,2023-08-15,Carried Forward,,,,200018.0,20230815.0,,,,,KV,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200018,2023-08-15,Carried Forward,,,,200018.0,20230815.0,,,,,KV,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
200019,2022-09-12,Brought Forward,,,,200019.0,20220912.0,,,,,KV,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
200019,2022-09-12,ISS,140708,11,0602ELP91ZZWM,,,200019.0,20220912.0,11.0,,KV,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
200019,2022-11-21,ISS,141583,2,0602ELP91ZZWM,,,200019.0,20221121.0,2.0,,KV,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
200019,2023-04-19,ISS,141642,2,0602ELP92ZZWM,,,200019.0,20230419.0,2.0,,KV,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
200019,2023-05-22,ISS,141501,2,0602ELP91ZZWM,,,200019.0,20230522.0,2.0,,KV,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
200019,2023-06-27,ISS,141532,3,0602ELP91ZZWM,,,200019.0,20230627.0,3.0,,KV,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
200019,2023-06-27,Carried Forward,,,,200019.0,20230627.0,,,,,KV,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
200019,2023-07-19,Brought Forward,,,,200019.0,20230719.0,,,,,KV,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200019,2023-07-19,ISS,141540,9,0602ELP91ZZWM,,,200019.0,20230719.0,9.0,,KV,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200019,2023-11-01,ISS,141685,2,0602ELP92ZZWM,,,200019.0,20231101.0,2.0,,KV,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200019,2024-04-11,ISS,141266,2,0602ELP92ZZWM,,,200019.0,20240411.0,2.0,,KV,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200019,2024-04-11,Carried Forward,,,,200019.0,20240411.0,,,,,KV,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200019,2024-04-11,Carried Forward,,,,200019.0,20240411.0,,,,,KV,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
200034,2018-09-06,Carried Forward,,,,200034.0,20180906.0,,,,,AIRPORT FILTER CLAMP ASSEMBLY,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
200034,2018-09-06,Carried Forward,,,,200034.0,20180906.0,,,,,AIRPORT FILTER CLAMP ASSEMBLY,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200034,2018-09-06,Carried Forward,,,,200034.0,20180906.0,,,,,AIRPORT FILTER CLAMP ASSEMBLY,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
200069,2018-09-06,Carried Forward,,,,200069.0,20180906.0,,,,,AIRPORT FILTER CLAMP ASSEMBLY,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
200069,2018-09-06,Carried Forward,,,,200069.0,20180906.0,,,,,AIRPORT FILTER CLAMP ASSEMBLY,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200069,2018-09-06,Carried Forward,,,,200069.0,20180906.0,,,,,AIRPORT FILTER CLAMP ASSEMBLY,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
200070,2018-09-06,Carried Forward,,,,200070.0,20180906.0,,,,,KA,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
200070,2018-09-06,Carried Forward,,,,200070.0,20180906.0,,,,,KA,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200070,2018-09-06,Carried Forward,,,,200070.0,20180906.0,,,,,KA,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
200077,2018-09-06,Carried Forward,,,,200077.0,20180906.0,,,,,KA,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
200077,2018-09-06,Carried Forward,,,,200077.0,20180906.0,,,,,KA,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200077,2018-09-06,Carried Forward,,,,200077.0,20180906.0,,,,,KA,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
200085,2018-09-06,Carried Forward,,,,200085.0,20180906.0,,,,,AIRPORT BALLAST,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
200085,2018-09-06,Carried Forward,,,,200085.0,20180906.0,,,,,AIRPORT BALLAST,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200085,2018-09-06,Carried Forward,,,,200085.0,20180906.0,,,,,AIRPORT BALLAST,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
200107,2020-11-21,Carried Forward,,,,200107.0,20201121.0,,,,,AIRPORT HOLDERS,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
200107,2020-11-21,Carried Forward,,,,200107.0,20201121.0,,,,,AIRPORT HOLDERS,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200107,2020-11-21,Carried Forward,,,,200107.0,20201121.0,,,,,AIRPORT HOLDERS,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
200123,2018-09-06,Carried Forward,,,,200123.0,20180906.0,,,,,AIRPORT LENSES C/W GASKETS,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
200123,2018-09-06,Carried Forward,,,,200123.0,20180906.0,,,,,AIRPORT LENSES C/W GASKETS,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200123,2018-09-06,Carried Forward,,,,200123.0,20180906.0,,,,,AIRPORT LENSES C/W GASKETS,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
200166,2018-09-06,Carried Forward,,,,200166.0,20180906.0,,,,,W M/V BEKAREY,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
200166,2023-07-10,Brought Forward,,,,200166.0,20230710.0,,,,,W M/V BEKAREY,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200166,2023-07-10,WRO,00000000000630,0200PRMRCZZWM,35.00,,,200166.0,20230710.0,200.0,100.0,W M/V BEKAREY,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200166,2023-07-10,Carried Forward,,,,200166.0,20230710.0,,,,,W M/V BEKAREY,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200166,2023-07-10,Carried Forward,,,,200166.0,20230710.0,,,,,W M/V BEKAREY,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
200174,2018-09-06,Carried Forward,,,,200174.0,20180906.0,,,,,AIRPORT LENSES GREEN,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
200174,2018-09-06,Carried Forward,,,,200174.0,20180906.0,,,,,AIRPORT LENSES GREEN,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200174,2018-09-06,Carried Forward,,,,200174.0,20180906.0,,,,,AIRPORT LENSES GREEN,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
200182,2018-09-06,Carried Forward,,,,200182.0,20180906.0,,,,,AIRPORT LENSES BLUE,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
200182,2018-09-06,Carried Forward,,,,200182.0,20180906.0,,,,,AIRPORT LENSES BLUE,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200182,2018-09-06,Carried Forward,,,,200182.0,20180906.0,,,,,AIRPORT LENSES BLUE,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
200212,2018-09-06,Carried Forward,,,,200212.0,20180906.0,,,,,AIRPORT PATCH CORDS KEYS,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
200212,2023-07-10,Brought Forward,,,,200212.0,20230710.0,,,,,AIRPORT PATCH CORDS KEYS,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200212,2023-07-10,WRO,00000000000630,0200PRMRCZZWM,7.00,,,200212.0,20230710.0,200.0,100.0,AIRPORT PATCH CORDS KEYS,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200212,2023-07-10,Carried Forward,,,,200212.0,20230710.0,,,,,AIRPORT PATCH CORDS KEYS,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200212,2023-07-10,Carried Forward,,,,200212.0,20230710.0,,,,,AIRPORT PATCH CORDS KEYS,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
200239,2018-09-06,Carried Forward,,,,200239.0,20180906.0,,,,,COMPLETE LIGHT U,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
200239,2018-09-06,Carried Forward,,,,200239.0,20180906.0,,,,,COMPLETE LIGHT U,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200239,2018-09-06,Carried Forward,,,,200239.0,20180906.0,,,,,COMPLETE LIGHT U,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
200255,2018-09-06,Carried Forward,,,,200255.0,20180906.0,,,,,FT PARMA,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
200255,2023-07-10,Brought Forward,,,,200255.0,20230710.0,,,,,FT PARMA,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200255,2023-07-10,WRO,00000000000630,0200PRMRCZZWM,31.00,,,200255.0,20230710.0,200.0,100.0,FT PARMA,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200255,2023-07-10,Carried Forward,,,,200255.0,20230710.0,,,,,FT PARMA,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200255,2023-07-10,Carried Forward,,,,200255.0,20230710.0,,,,,FT PARMA,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
200301,2018-09-06,Carried Forward,,,,200301.0,20180906.0,,,,,FT HARPER,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
200301,2023-07-10,Brought Forward,,,,200301.0,20230710.0,,,,,FT HARPER,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200301,2023-07-10,WRO,00000000000630,0200PRMRCZZWM,3.00,,,200301.0,20230710.0,200.0,100.0,FT HARPER,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200301,2023-07-10,Carried Forward,,,,200301.0,20230710.0,,,,,FT HARPER,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200301,2023-07-10,Carried Forward,,,,200301.0,20230710.0,,,,,FT HARPER,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
200409,2018-09-06,Carried Forward,,,,200409.0,20180906.0,,,,,FT HARPER,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
200409,2023-07-10,Brought Forward,,,,200409.0,20230710.0,,,,,FT HARPER,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200409,2023-07-10,WRO,00000000000630,0200PRMRCZZWM,252.00,,,200409.0,20230710.0,200.0,100.0,FT HARPER,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200409,2023-07-10,Carried Forward,,,,200409.0,20230710.0,,,,,FT HARPER,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200409,2023-07-10,Carried Forward,,,,200409.0,20230710.0,,,,,FT HARPER,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
200410,2018-09-06,Carried Forward,,,,200410.0,20180906.0,,,,,BOWELS DIFFUSER GE,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
200410,2023-07-10,Brought Forward,,,,200410.0,20230710.0,,,,,BOWELS DIFFUSER GE,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200410,2023-07-10,WRO,00000000000630,0200PRMRCZZWM,284.00,,,200410.0,20230710.0,200.0,100.0,BOWELS DIFFUSER GE,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200410,2023-07-10,Carried Forward,,,,200410.0,20230710.0,,,,,BOWELS DIFFUSER GE,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200410,2023-07-10,Carried Forward,,,,200410.0,20230710.0,,,,,BOWELS DIFFUSER GE,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
200411,2022-08-23,Brought Forward,,,,200411.0,20220823.0,,,,,BOWLS DIFFUSER BEKALUX CLEAR,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
200411,2022-08-23,ISS,138483,3,0602ELP92ZZWM,,,200411.0,20220823.0,3.0,100.0,BOWLS DIFFUSER BEKALUX CLEAR,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
200411,2022-09-01,RND,00000000000118,5470PRMRCZZWM,.01,,,200411.0,20220901.0,5470.0,100.0,BOWLS DIFFUSER BEKALUX CLEAR,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
200411,2022-09-01,Carried Forward,,,,200411.0,20220901.0,,,,,BOWLS DIFFUSER BEKALUX CLEAR,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
200411,2023-07-10,Brought Forward,,,,200411.0,20230710.0,,,,,BOWLS DIFFUSER BEKALUX CLEAR,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200411,2023-07-10,WRO,00000000000630,0200PRMRCZZWM,140.00,,,200411.0,20230710.0,200.0,100.0,BOWLS DIFFUSER BEKALUX CLEAR,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200411,2023-07-10,Carried Forward,,,,200411.0,20230710.0,,,,,BOWLS DIFFUSER BEKALUX CLEAR,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200411,2023-07-10,Carried Forward,,,,200411.0,20230710.0,,,,,BOWLS DIFFUSER BEKALUX CLEAR,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
200412,2018-09-06,Carried Forward,,,,200412.0,20180906.0,,,,,W M/V,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
200412,2023-07-10,Brought Forward,,,,200412.0,20230710.0,,,,,W M/V,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200412,2023-07-10,WRO,00000000000630,0200PRMRCZZWM,190.00,,,200412.0,20230710.0,200.0,100.0,W M/V,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200412,2023-07-10,Carried Forward,,,,200412.0,20230710.0,,,,,W M/V,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200412,2023-07-10,Carried Forward,,,,200412.0,20230710.0,,,,,W M/V,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
200413,2018-09-06,Carried Forward,,,,200413.0,20180906.0,,,,,W M/V,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
200413,2023-07-10,Brought Forward,,,,200413.0,20230710.0,,,,,W M/V,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200413,2023-07-10,WRO,00000000000630,0200PRMRCZZWM,217.00,,,200413.0,20230710.0,200.0,100.0,W M/V,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200413,2023-07-10,Carried Forward,,,,200413.0,20230710.0,,,,,W M/V,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200413,2023-07-10,Carried Forward,,,,200413.0,20230710.0,,,,,W M/V,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
200414,2018-09-06,Carried Forward,,,,200414.0,20180906.0,,,,,DIFFUSERS M/V GE WITH CLIPS,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
200414,2023-07-10,Brought Forward,,,,200414.0,20230710.0,,,,,DIFFUSERS M/V GE WITH CLIPS,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200414,2023-07-10,WRO,00000000000630,0200PRMRCZZWM,1.00,,,200414.0,20230710.0,200.0,100.0,DIFFUSERS M/V GE WITH CLIPS,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200414,2023-07-10,Carried Forward,,,,200414.0,20230710.0,,,,,DIFFUSERS M/V GE WITH CLIPS,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200414,2023-07-10,Carried Forward,,,,200414.0,20230710.0,,,,,DIFFUSERS M/V GE WITH CLIPS,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
200492,2018-09-06,Carried Forward,,,,200492.0,20180906.0,,,,,MM,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
200492,2023-07-10,Brought Forward,,,,200492.0,20230710.0,,,,,MM,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200492,2023-07-10,WRO,00000000000630,0200PRMRCZZWM,6.00,,,200492.0,20230710.0,200.0,100.0,MM,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200492,2023-07-10,Carried Forward,,,,200492.0,20230710.0,,,,,MM,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200492,2023-07-10,Carried Forward,,,,200492.0,20230710.0,,,,,MM,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
200565,2022-07-26,Brought Forward,,,,200565.0,20220726.0,,,,,BRASS LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
200565,2022-07-26,WRO,00000000000478,0200PRMRCZZWM,10.00,,,200565.0,20220726.0,200.0,,BRASS LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
200565,2022-07-26,Carried Forward,,,,200565.0,20220726.0,,,,,BRASS LIQUID,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
200565,2022-07-26,Carried Forward,,,,200565.0,20220726.0,,,,,BRASS LIQUID,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200565,2022-07-26,Carried Forward,,,,200565.0,20220726.0,,,,,BRASS LIQUID,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
200602,2020-04-20,Carried Forward,,,,200602.0,20200420.0,,,,,BRACKET STRUT,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
200602,2020-04-20,Carried Forward,,,,200602.0,20200420.0,,,,,BRACKET STRUT,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200602,2020-04-20,Carried Forward,,,,200602.0,20200420.0,,,,,BRACKET STRUT,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
200603,2022-06-22,Carried Forward,,,,200603.0,20220622.0,,,,,BRACKETS L SHAPE FOR P,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
200603,2023-07-10,Brought Forward,,,,200603.0,20230710.0,,,,,BRACKETS L SHAPE FOR P,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200603,2023-07-10,WRO,00000000000630,0200PRMRCZZWM,303.00,,,200603.0,20230710.0,200.0,100.0,BRACKETS L SHAPE FOR P,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200603,2023-07-10,Carried Forward,,,,200603.0,20230710.0,,,,,BRACKETS L SHAPE FOR P,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200603,2023-07-10,Carried Forward,,,,200603.0,20230710.0,,,,,BRACKETS L SHAPE FOR P,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
200697,2018-09-06,Carried Forward,,,,200697.0,20180906.0,,,,,WAY,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
200697,2023-07-10,Brought Forward,,,,200697.0,20230710.0,,,,,WAY,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200697,2023-07-10,WRO,00000000000630,0200PRMRCZZWM,2.00,,,200697.0,20230710.0,200.0,100.0,WAY,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200697,2023-07-10,Carried Forward,,,,200697.0,20230710.0,,,,,WAY,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200697,2023-07-10,Carried Forward,,,,200697.0,20230710.0,,,,,WAY,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
200743,2022-08-22,Brought Forward,,,,200743.0,20220822.0,,,,,WAY,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
200743,2022-08-22,ISS,140478,1,0602ELP91ZZWM,,,200743.0,20220822.0,1.0,100.0,WAY,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
200743,2022-08-23,ISS,140472,2,0602ELP91ZZWM,,,200743.0,20220823.0,2.0,100.0,WAY,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
200743,2022-08-23,Carried Forward,,,,200743.0,20220823.0,,,,,WAY,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
200743,2023-07-10,Brought Forward,,,,200743.0,20230710.0,,,,,WAY,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200743,2023-07-10,WRO,00000000000630,0200PRMRCZZWM,1.00,,,200743.0,20230710.0,200.0,100.0,WAY,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200743,2023-07-10,Carried Forward,,,,200743.0,20230710.0,,,,,WAY,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200743,2023-07-10,Carried Forward,,,,200743.0,20230710.0,,,,,WAY,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
200808,2022-08-23,Brought Forward,,,,200808.0,20220823.0,,,,,WAY,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
200808,2022-08-23,ISS,140484,3,0602ELP91ZZWM,,,200808.0,20220823.0,3.0,,WAY,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
200808,2022-08-23,Carried Forward,,,,200808.0,20220823.0,,,,,WAY,20220701,20230630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202207 - 202306.pdf
200808,2022-08-23,Carried Forward,,,,200808.0,20220823.0,,,,,WAY,20230701,20240630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202307 - 202406.pdf
200808,2024-12-10,Brought Forward,,,,200808.0,20241210.0,,,,,WAY,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
200808,2024-12-10,ISS,145788,3,0602ELP91ZZWM,,,200808.0,20241210.0,3.0,,WAY,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
200808,2025-01-28,ISS,147187,6,0602ELP91ZZWM,,,200808.0,20250128.0,6.0,,WAY,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
200808,2025-01-29,ISS,147188,2,0602ELP91ZZWM,,,200808.0,20250129.0,2.0,,WAY,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
200808,2025-02-18,ISS,145766,1,0602ELP91ZZWM,,,200808.0,20250218.0,1.0,,WAY,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
200808,2025-06-20,ISS,140241,9,0602ELP94ZZWM,,,200808.0,20250620.0,9.0,,WAY,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
200808,2025-06-20,Carried Forward,,,,200808.0,20250620.0,,,,,WAY,20240701,20250630,MAIN STORE MAIN STORE,HR390 - Movement per Store - 202407 - 202506.pdf
