source_file,page_number,supplier_code,supplier_name,transaction_date,transaction_type,reference,amount,additional_info,document_type,report_period,file_type,report_period_start,report_period_end,original_report_period,reference_normalized
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,2,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-03-12,INV,0001019489,3010.18,227781,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1019489
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,2,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-03-12,INV,0001019490,1811.25,227910,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1019490
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,2,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-03-12,INV,0001019491,6610.27,228353,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1019491
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,2,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-03-12,INV,0001019492,8570.34,228238,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1019492
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,2,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-03-12,INV,0001019493,4010.17,227998,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1019493
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,2,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-03-12,INV,0001019495,250.01,228453,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1019495
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,2,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-03-12,INV,0001019496,24800.95,225807,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1019496
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,2,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-03-12,INV,0001019497,1350.0,228405,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1019497
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,2,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-03-12,INV,0001019498,2240.09,228524,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1019498
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,2,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-03-14,CHQ,42074,52653.26,777,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,42074
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,2,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-04-03,INV,0001019569,6080.24,223789,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1019569
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,2,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-04-03,CHQ,42605,6080.24,777,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,42605
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,2,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-04-18,INV,0001019605,2918.01,229676,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1019605
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,2,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-04-18,CHQ,42710,2918.01,777,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,42710
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,2,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-04-24,INV,0001019624,2650.11,228618,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1019624
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,2,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-04-24,INV,0001019625,3690.14,228669,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1019625
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,2,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-04-24,INV,0001019629,575.0,229578,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1019629
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,2,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-04-24,INV,0001019630,517.5,229577,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1019630
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,2,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-04-24,INV,0001019631,517.5,229574,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1019631
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,2,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-04-24,INV,0001019632,621.0,229575,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1019632
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,2,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-04-24,INV,0001019633,1380.06,229675,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1019633
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,2,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-04-24,INV,0001019634,2150.5,229573,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1019634
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,2,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-04-24,INV,0001019635,11210.44,229869,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1019635
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,2,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-04-24,INV,0001019636,1828.5,229576,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1019636
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,2,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-04-24,INV,0001019637,3500.14,229674,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1019637
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,2,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-04-24,INV,0001019638,172.5,229580,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1019638
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,2,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-04-24,INV,0001019639,6480.26,229249,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1019639
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,2,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-04-24,INV,0001019640,287.5,229579,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1019640
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,2,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-04-24,INV,0001019641,12960.52,229782,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1019641
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,2,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-04-24,INV,0001019645,1069.5,226044,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1019645
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,2,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-04-24,INV,0001019651,2410.1,226047,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1019651
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,2,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-04-24,CHQ,43410,2410.1,777,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,43410
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,2,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-05-14,INV,0001019767,1570.07,230730,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1019767
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,3,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-05-14,INV,0001019768,8250.33,230192,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1019768
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,3,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-05-14,INV,0001019779,1505.09,228523,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1019779
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,3,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-05-14,INV,0001019780,5925.24,229181,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1019780
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,3,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-05-14,INV,0001019781,28501.14,228944,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1019781
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,3,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-05-14,INV,0001019782,2680.01,227455,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1019782
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,3,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-05-14,CHQ,43411,9820.4,777,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,43411
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,3,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-05-17,INV,0001019797,3170.12,230771,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1019797
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,3,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-05-17,INV,0001019798,4690.0,228493,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1019798
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,3,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-05,INV,0001019882,3980.16,231537,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1019882
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,3,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-05,CHQ,44056,3980.16,777,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,44056
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,3,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-07,CHQ,44033,85542.64,777,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,44033
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,3,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-13,INV,0001019970,1334.0,231392,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1019970
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,3,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-13,INV,0001019971,1035.0,231391,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1019971
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,3,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-13,INV,0001019972,1995.0,231233,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1019972
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,3,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-13,INV,0001019979,19950.0,231234,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1019979
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,3,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-13,INV,0001019981,17160.96,231236,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1019981
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,3,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-13,INV,0001019982,8530.34,231085,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1019982
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,3,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-13,INV,0001019983,2540.1,231416,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1019983
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,3,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-13,INV,0001019988,8850.35,230603.,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1019988
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,3,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-13,INV,0001019989,517.5,231444,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1019989
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,3,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-13,INV,0001019991,517.5,231406,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1019991
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,3,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-13,INV,0001019992,1490.06,231265,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1019992
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,3,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-13,INV,0001019993,3770.15,231263,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1019993
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,3,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-13,CHQ,44057,67690.96,777,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,44057
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,3,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-24,INV,0001020079,1915.07,226043,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1020079
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,3,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-24,CHQ,44948,41019.07,777,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,44948
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,3,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-25,INV,0001020082,747.5,231408,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1020082
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,3,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-25,INV,0001020083,1450.06,231229,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1020083
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,3,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-25,INV,0001020084,10100.4,231237,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1020084
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,3,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-25,INV,0001020085,1552.5,231394,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1020085
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,3,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-25,INV,0001020086,2570.1,231956,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1020086
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,3,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-25,INV,0001020087,7650.31,231878,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1020087
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,3,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-25,INV,0001020088,1205.05,231959,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1020088
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,3,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-25,INV,0001020089,1920.07,231958,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1020089
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,3,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-25,INV,0001020090,3010.16,230813,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1020090
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,3,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-25,INV,0001020091,3160.13,230066,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1020091
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,3,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-25,INV,0001020092,1915.07,231960,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1020092
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,3,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-25,INV,0001020093,3650.15,231259,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1020093
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,3,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-25,INV,0001020094,172.5,231401,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1020094
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,3,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-26,INV,0001020166,517.5,231724,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1020166
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,3,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-26,INV,0001020167,517.5,231723,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1020167
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,3,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-26,INV,0001020168,1552.5,231395,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1020168
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,3,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-26,INV,0001020169,5050.2,229177,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1020169
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,3,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-26,INV,0001020170,1552.5,231388,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1020170
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,4,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-26,INV,0001020171,1552.5,231389,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1020171
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,4,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-26,INV,0001020172,517.5,231390,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1020172
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,4,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-26,INV,0001020173,1650.07,231412,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1020173
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,4,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-26,INV,0001020174,1505.06,231411,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1020174
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,4,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-26,INV,0001020175,8600.34,230898,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1020175
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,4,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-26,INV,0001020176,1035.0,230899,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1020176
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,4,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-26,INV,0001020177,2380.1,230284,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1020177
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,4,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-26,INV,0001020178,5140.2,231037,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1020178
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,4,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-26,INV,0001020179,2540.1,230067,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1020179
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,4,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-26,INV,0001020181,5370.21,231988,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1020181
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,4,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-26,INV,0001020182,172.5,231384,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1020182
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,4,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-26,INV,0001020183,3550.14,231989,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1020183
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,4,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-26,CHQ,44949,43203.92,777,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,44949
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,4,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-29,INV,0001020231,6000.24,231555,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1020231
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,4,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-29,INV,0001020232,287.5,227001,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1020232
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,4,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-29,INV,0001020233,345.0,226998,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1020233
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,4,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-29,INV,0001020234,517.5,231399,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1020234
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,4,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-29,INV,0001020235,782.0,231386,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1020235
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,4,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-29,INV,0001020236,1725.07,231415,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1020236
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,4,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-29,INV,0001020237,1552.5,231400,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1020237
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,4,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-29,INV,0001020238,172.5,226996,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1020238
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,4,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-29,INV,0001020239,575.0,227000,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1020239
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,4,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-29,INV,0001020240,172.5,226999,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1020240
2-HR185 - Transactions per Supplier - 202307 - 202406.pdf,4,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,2024-06-29,INV,0001020241,1035.0,231393,HR185_transaction,2023-07-01,PDF,2023-07-01,2024-06-30,202307-202406,1020241
