source_file,page_number,supplier_code,supplier_name,transaction_date,transaction_type,reference,amount,additional_info,document_type,report_period,file_type,report_period_start,report_period_end,original_report_period,reference_normalized
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,19,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-11-10,INV,0001015721,440220.0,3796,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1015721
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,19,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-11-10,INV,0001015722,740715.0,3797,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1015722
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,19,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-11-17,INV,0001015803,147200.0,3798,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1015803
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,19,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-11-17,INV,0001015804,732138.3,3799,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1015804
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,19,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-11-17,INV,0001015813,172960.0,3801,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1015813
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,19,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-11-17,INV,0001015814,154100.0,3800,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1015814
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,19,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-11-17,CHQ,30762,1657606.55,777,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,30762
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,19,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-11-18,INV,0001015845,49887.0,3804,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1015845
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,19,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-11-18,INV,0001015846,205706.25,3803,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1015846
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,19,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-11-18,INV,0001015847,195615.0,3802,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1015847
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,19,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-11-23,INV,0001015893,147200.0,3809,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1015893
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,19,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-11-23,INV,0001015894,462300.0,3808,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1015894
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,19,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-11-23,INV,0001015899,159224.4,3805,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1015899
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,19,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-11-23,INV,0001015901,187680.0,3806,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1015901
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,19,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-11-23,INV,0001015902,149040.0,3807,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1015902
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,19,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-11-23,CHQ,30805,1105444.4,777,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,30805
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,19,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-11-29,CHQ,31235,3025818.36,777,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,31235
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,19,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-12-06,INV,0001016041,240534.0,3811,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016041
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,19,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-12-06,INV,0001016042,76176.0,3810,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016042
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,19,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-12-06,INV,0001016043,148005.0,3813,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016043
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,19,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-12-06,INV,0001016044,91000.0,3812,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016044
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,19,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-12-06,INV,0001016045,732138.3,3814,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016045
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,19,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-12-06,CHQ,31313,1287853.3,777,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,31313
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,19,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-12-09,INV,0001016082,180286.65,3816,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016082
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,19,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-12-09,INV,0001016083,314640.0,3815,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016083
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,19,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-12-09,CHQ,31426,494926.65,777,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,31426
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,19,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-12-13,INV,0001016110,462300.0,3818,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016110
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,19,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-12-13,INV,0001016111,147200.0,3819,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016111
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,19,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-12-13,CHQ,31476,1859887.53,777,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,31476
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,20,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-12-14,INV,0001016149,732138.3,3817,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016149
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,20,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-12-14,INV,0001016151,223049.23,3820,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016151
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,20,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-12-14,CHQ,31439,1620322.08,777,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,31439
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,20,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-12-20,INV,0001016192,165600.0,3821,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016192
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,20,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-12-20,INV,0001016193,129600.0,3822,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016193
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,20,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-12-30,INV,0001016282,158387.2,3826,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016282
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,20,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-12-30,INV,0001016283,186104.96,3824,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016283
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,20,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-12-30,INV,0001016284,188084.8,3825,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016284
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,20,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2022-12-30,CHQ,31980,623576.96,777,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,31980
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,20,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-01-04,INV,0001016293,91000.0,3823,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016293
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,20,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-01-11,INV,0001016311,732138.3,3828,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016311
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,20,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-01-11,CHQ,32160,732138.3,777,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,32160
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,20,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-01-13,INV,0001016334,174076.65,3827,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016334
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,20,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-01-13,INV,0001016337,176640.0,3830,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016337
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,20,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-01-13,INV,0001016338,159224.4,3829,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016338
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,20,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-01-13,INV,0001016339,104880.0,3831,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016339
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,20,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-01-13,CHQ,32165,614821.05,777,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,32165
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,20,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-01-20,INV,0001016403,186300.0,3833,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016403
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,20,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-01-20,INV,0001016404,699018.3,3832,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016404
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,20,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-01-20,CHQ,32234,885318.3,777,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,32234
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,20,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-01-27,INV,0001016419,462300.0,3835,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016419
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,20,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-01-27,INV,0001016420,147200.0,3834,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016420
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,20,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-01-27,INV,0001016421,307827.63,3836,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016421
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,20,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-01-27,INV,0001016422,360573.3,3837,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016422
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,20,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-01-27,CHQ,32269,1277900.93,777,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,32269
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,20,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-01-27,CHQ,32273,1148082.26,777,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,32273
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,20,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-02-07,INV,0001016458,1311000.0,3843,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016458
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,20,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-02-07,INV,0001016459,699018.3,3841,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016459
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,20,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-02-07,INV,0001016460,178848.0,3840,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016460
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,20,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-02-07,INV,0001016461,250884.0,3838,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016461
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,20,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-02-07,CHQ,32684,2439750.3,777,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,32684
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,20,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-02-08,INV,0001016492,524400.0,3839,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016492
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,20,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-02-08,CHQ,32825,1730750.0,777,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,32825
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,20,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-02-08,CHQ,32844,1511776.2,777,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,32844
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,20,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-02-08,CHQ,33318,48646.15,777,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,33318
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,20,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-02-09,INV,0001016506,1730750.0,3842,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016506
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,20,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-02-09,INV,0001016566,240534.0,3844,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016566
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,20,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-02-09,INV,0001016567,76176.0,3845,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016567
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,20,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-02-09,INV,0001016568,419175.0,3846,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016568
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,20,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-02-10,INV,0001016574,158387.2,3848,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016574
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,20,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-02-10,INV,0001016575,93104.0,3847,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016575
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,21,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-02-17,INV,0001016635,696555.0,3853,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016635
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,21,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-02-17,INV,0001016636,278415.0,3852,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016636
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,21,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-02-17,INV,0001016637,215021.25,3849,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016637
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,21,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-02-17,INV,0001016638,553008.78,3854,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016638
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,21,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-02-17,INV,0001016669,129720.0,3855,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016669
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,21,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-02-17,INV,0001016670,176640.0,3856,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016670
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,21,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-02-17,INV,0001016671,176640.0,3857,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016671
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,21,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-02-17,INV,0001016672,149040.0,3858,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016672
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,21,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-02-17,CHQ,32894,2375040.03,777,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,32894
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,21,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-02-21,INV,0001016676,159224.4,3851,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016676
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,21,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-02-21,INV,0001016677,209760.0,3850,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016677
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,21,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-02-21,CHQ,32912,574690.65,777,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,32912
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,21,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-02-23,INV,0001016695,205706.25,3859,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016695
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,21,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-03-03,INV,0001016714,331200.0,3862,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016714
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,21,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-03-03,INV,0001016715,732138.3,3861,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016715
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,21,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-03-03,INV,0001016716,278415.0,3860,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016716
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,21,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-03-03,CHQ,33314,1010553.3,777,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,33314
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,21,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-03-03,CHQ,33542,898688.02,777,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,33542
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,21,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-03-07,CHQ,33576,397028.3,777,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,33576
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,21,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-03-08,INV,0001016747,81965.38,3863,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016747
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,21,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-03-08,INV,0001016748,175022.64,3864,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016748
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,21,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-03-08,INV,0001016749,310500.0,3868,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016749
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,21,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-03-08,INV,0001016750,497434.8,3865,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016750
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,21,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-03-08,INV,0001016751,150696.0,3867,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016751
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,21,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-03-08,INV,0001016752,150696.0,3866,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016752
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,21,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-03-08,CHQ,33543,798826.8,777,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,33543
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,21,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-03-16,INV,0001016824,732138.3,3870,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016824
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,21,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-03-16,INV,0001016825,205706.25,3871,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016825
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,21,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-03-16,CHQ,33626,335229.6,777,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,33626
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,21,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-03-16,CHQ,33638,937844.55,777,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,33638
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,21,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-03-17,INV,0001016826,449907.6,3873,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016826
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,21,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-03-17,INV,0001016827,100912.5,3869,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016827
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,21,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-03-17,INV,0001016828,441600.0,3872,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016828
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,21,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-03-17,INV,0001016829,176640.0,3874,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016829
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,21,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-03-17,CHQ,33639,1169060.1,777,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,33639
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,21,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-03-23,INV,0001016908,186104.96,3878,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016908
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,21,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-03-23,INV,0001016909,187838.7,3875,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016909
1-HR185 - Transactions per Supplier - 202207 - 202306.pdf,21,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,2023-03-23,INV,0001016910,257379.2,3876,HR185_transaction,2022-07-01,PDF,2022-07-01,2023-06-30,202207-202306,1016910
