supplier,supplier_name,grn_no,date,supp_own_ref,voucher,cheque_no,document_type,store_no,item_no,uom_code,quantity,nett_grn_amt,description,return_qty,inv_no,fin_period,order_no,sheet_name,source_file,file_type,inv_no_normalized,voucher_normalized
3743,BATTERY CENTRE,33657,2025-07-08,91E02380,INVI008356,55300,N,DIRECT,B000000099,EACH,1.0,1910.0,BATTERY,0,1022249,202506,1027193,HR995grn,HR995grn.xlsx,xlsx,1022249,INVI008356
3743,BATTERY CENTRE,33658,2025-07-08,91E02382,INVI008356,55300,N,DIRECT,B000000099,EACH,2.0,7698.61,BATTERY,0,1022250,202506,1027191,HR995grn,HR995grn.xlsx,xlsx,1022250,INVI008356
3743,BATTERY CENTRE,33696,2025-07-16,91E02193,INVI008381,56226,N,DIRECT,169221,EACH,1.0,1910.0,REPAIRS,0,1022289,202506,1027115,HR995grn,HR995grn.xlsx,xlsx,1022289,INVI008381
400017,BIG 2 CIVILS TA UD TRU CKS GBS,27712,2023-01-13,32433,INVI005861,32164,N,DIRECT,S000018016,EACH,1.0,4431.77,SERVICE,0,1016333,202301,1021142,HR995grn,HR995grn.xlsx,xlsx,1016333,INVI005861
400017,BIG 2 CIVILS TA UD TRU CKS GBS,28047,2023-02-21,32654,INVI005956,32902,N,DIRECT,0000123458,EACH,1.0,12470.54,repair rear lower body panel:,0,1016674,202302,1021528,HR995grn,HR995grn.xlsx,xlsx,1016674,INVI005956
400017,BIG 2 CIVILS TA UD TRU CKS GBS,28048,2023-02-21,32653,INVI005956,32902,N,DIRECT,0000123458,EACH,1.0,13193.08,repair rear lower body panel:,0,1016675,202302,1021529,HR995grn,HR995grn.xlsx,xlsx,1016675,INVI005956
400017,BIG 2 CIVILS TA UD TRU CKS GBS,28453,2023-04-18,33014,INVI006149,34253,N,DIRECT,153343,EACH,1.0,26658.54,service,0,1017087,202304,1021929,HR995grn,HR995grn.xlsx,xlsx,1017087,INVI006149
400017,BIG 2 CIVILS TA UD TRU CKS GBS,29047,2023-06-12,33439,INVI006374,35663,N,DIRECT,153343,EACH,1.0,15507.61,service,0,1017690,202306,1022587,HR995grn,HR995grn.xlsx,xlsx,1017690,INVI006374
400017,BIG 2 CIVILS TA UD TRU CKS GBS,29493,2023-08-30,33551,INVI006520,37735,N,DIRECT,S000018016,EACH,1.0,14752.1,SERVICE,0,1018142,202308,1023044,HR995grn,HR995grn.xlsx,xlsx,1018142,INVI006520
400017,BIG 2 CIVILS TA UD TRU CKS GBS,29494,2023-08-30,33864,INVI006520,37735,N,DIRECT,S000018016,EACH,1.0,13784.85,SERVICE,0,1018143,202308,1023049,HR995grn,HR995grn.xlsx,xlsx,1018143,INVI006520
400017,BIG 2 CIVILS TA UD TRU CKS GBS,29848,2023-10-18,34234,INVI006679,39048,N,DIRECT,S000018016,EACH,1.0,18808.35,SERVICE,0,1018494,202310,1023278,HR995grn,HR995grn.xlsx,xlsx,1018494,INVI006679
400017,BIG 2 CIVILS TA UD TRU CKS GBS,29897,2023-11-01,34235,INVI006710,39049,N,DIRECT,0000123458,EACH,1.0,4194.56,repair rear lower body panel:,0,1018541,202311,1023485,HR995grn,HR995grn.xlsx,xlsx,1018541,INVI006710
400017,BIG 2 CIVILS TA UD TRU CKS GBS,30023,2023-11-22,34350,INVI006777,39348,N,DIRECT,169221,EACH,1.0,19862.93,REPAIRS,0,1018664,202311,1023753,HR995grn,HR995grn.xlsx,xlsx,1018664,INVI006777
400017,BIG 2 CIVILS TA UD TRU CKS GBS,30580,2024-01-23,KLWE6090,INVI007007,41203,N,DIRECT,0000123458,EACH,1.0,11775.56,repair rear lower body panel:,0,1019178,202401,1024429,HR995grn,HR995grn.xlsx,xlsx,1019178,INVI007007
400066,VIC'S AUTO ELECTRICAL & REPAIRS,26747,2022-10-07,53531,INVI005456,29902,N,DIRECT,REPLACE,EACH,1.0,3746.86,replace stolen property,0,1015391,202209,1019781,HR995grn,HR995grn.xlsx,xlsx,1015391,INVI005456
400067,UNIVERSAL KNOWLEDGE SOFTWARE (PTY) LTD,31948,2024-10-15,INV6962,INVI007580,47438,N,DIRECT,195373,EACH,1.0,289311.25,SERVICES RENDERED,0,1020542,202410,1025960,HR995grn,HR995grn.xlsx,xlsx,1020542,INVI007580
400121,STILFONTEIN SPARES,26861,2022-10-14,83922,INVI005502,29949,N,DIRECT,R000010756,EACH,1.0,2280.0,RADIATOR,0,1015498,202210,1019660,HR995grn,HR995grn.xlsx,xlsx,1015498,INVI005502
400121,STILFONTEIN SPARES,27097,2022-11-11,84039,INVI005932,32803,N,DIRECT,S000018016,EACH,1.0,1960.0,SERVICE,0,1016449,202301,1020039,HR995grn,HR995grn.xlsx,xlsx,1016449,INVI005932
400121,STILFONTEIN SPARES,27098,2022-11-11,84040,INVI005932,32803,N,DIRECT,S000018016,EACH,1.0,1650.0,SERVICE,0,1016450,202301,1020040,HR995grn,HR995grn.xlsx,xlsx,1016450,INVI005932
400121,STILFONTEIN SPARES,27099,2022-11-11,84041,INVI005619,30760,N,DIRECT,S000018016,EACH,4.0,2000.0,SERVICE,0,1015748,202211,1020124,HR995grn,HR995grn.xlsx,xlsx,1015748,INVI005619
400121,STILFONTEIN SPARES,27101,2022-11-11,84042,INVI005932,32803,N,DIRECT,W000022000,EACH,1.0,2000.0,W/BEARINGS; BATT; STARTER,0,1016451,202301,1020041,HR995grn,HR995grn.xlsx,xlsx,1016451,INVI005932
400121,STILFONTEIN SPARES,27102,2022-11-11,84043,INVI005932,32803,N,DIRECT,S000018016,EACH,1.0,2000.0,SERVICE,0,1016452,202301,1020043,HR995grn,HR995grn.xlsx,xlsx,1016452,INVI005932
400121,STILFONTEIN SPARES,27103,2022-11-11,84093,INVI005619,30760,N,DIRECT,S000018016,EACH,1.0,1800.0,SERVICE,0,1015749,202211,1020179,HR995grn,HR995grn.xlsx,xlsx,1015749,INVI005619
400121,STILFONTEIN SPARES,27104,2022-11-11,84094,INVI005619,30760,N,DIRECT,S000018016,EACH,1.0,1170.0,SERVICE,0,1015764,202211,1020121,HR995grn,HR995grn.xlsx,xlsx,1015764,INVI005619
400121,STILFONTEIN SPARES,27106,2022-11-11,84095,INVI005619,30760,N,DIRECT,S000018016,EACH,1.0,1560.0,SERVICE,0,1015766,202211,1020122,HR995grn,HR995grn.xlsx,xlsx,1015766,INVI005619
400121,STILFONTEIN SPARES,27359,2022-11-30,84150,INVI005765,31906,N,DIRECT,0000123458,EACH,1.0,1560.0,repair rear lower body panel:,0,1015984,202212,1020233,HR995grn,HR995grn.xlsx,xlsx,1015984,INVI005765
400121,STILFONTEIN SPARES,27360,2022-11-30,84155,INVI005765,31906,N,DIRECT,0000123458,EACH,1.0,1650.0,repair rear lower body panel:,0,1016133,202212,1020234,HR995grn,HR995grn.xlsx,xlsx,1016133,INVI005765
400121,STILFONTEIN SPARES,27361,2022-11-30,84237,INVI005765,31906,N,DIRECT,S000018016,EACH,1.0,1000.0,SERVICE,0,1016134,202212,1020570,HR995grn,HR995grn.xlsx,xlsx,1016134,INVI005765
400121,STILFONTEIN SPARES,27362,2022-11-30,84238,INVI005765,31906,N,DIRECT,S000018016,EACH,1.0,2000.0,SERVICE,0,1016135,202212,1020571,HR995grn,HR995grn.xlsx,xlsx,1016135,INVI005765
400121,STILFONTEIN SPARES,27363,2022-11-30,84239,INVI005765,31906,N,DIRECT,S000018016,EACH,1.0,1950.0,SERVICE,0,1016136,202212,1020572,HR995grn,HR995grn.xlsx,xlsx,1016136,INVI005765
400121,STILFONTEIN SPARES,27364,2022-11-30,84240,INVI005765,31906,N,DIRECT,S000018016,EACH,1.0,1880.0,SERVICE,0,1016137,202212,1020307,HR995grn,HR995grn.xlsx,xlsx,1016137,INVI005765
400121,STILFONTEIN SPARES,27365,2022-11-30,84241,INVI005765,31906,N,DIRECT,S000018016,EACH,1.0,2000.0,SERVICE,0,1016138,202212,1020561,HR995grn,HR995grn.xlsx,xlsx,1016138,INVI005765
400121,STILFONTEIN SPARES,27520,2022-12-14,84353,INVI005765,31906,N,DIRECT,S000018016,EACH,1.0,1500.0,SERVICE,0,1016140,202212,1020699,HR995grn,HR995grn.xlsx,xlsx,1016140,INVI005765
400121,STILFONTEIN SPARES,27680,2023-01-10,84276,INVI005867,32232,N,DIRECT,S000018016,EACH,6.0,1800.0,SERVICE,0,1016307,202301,1020579,HR995grn,HR995grn.xlsx,xlsx,1016307,INVI005867
400121,STILFONTEIN SPARES,27753,2023-01-20,84426,INVI005932,32803,N,DIRECT,S000018016,EACH,1.0,2740.0,SERVICE,0,1016376,202301,1020880,HR995grn,HR995grn.xlsx,xlsx,1016376,INVI005932
400121,STILFONTEIN SPARES,27754,2023-01-20,84469,INVI005932,32803,N,DIRECT,S000018016,EACH,1.0,2330.0,SERVICE,0,1016377,202301,1021005,HR995grn,HR995grn.xlsx,xlsx,1016377,INVI005932
400121,STILFONTEIN SPARES,27755,2023-01-20,84470,INVI005932,32803,N,DIRECT,B000001148,EACH,1.0,1050.0,BRAKES REPAIR,0,1016378,202301,1021004,HR995grn,HR995grn.xlsx,xlsx,1016378,INVI005932
400121,STILFONTEIN SPARES,27756,2023-01-20,84471,INVI005932,32803,N,DIRECT,S000018016,EACH,4.0,1200.0,SERVICE,0,1016379,202301,1021003,HR995grn,HR995grn.xlsx,xlsx,1016379,INVI005932
400121,STILFONTEIN SPARES,27757,2023-01-20,84472,INVI005932,32803,N,DIRECT,B000001148,EACH,1.0,650.0,BRAKES REPAIR,0,1016380,202301,1021002,HR995grn,HR995grn.xlsx,xlsx,1016380,INVI005932
400121,STILFONTEIN SPARES,27758,2023-01-20,84473,INVI005932,32803,N,DIRECT,B000001148,EACH,1.0,1580.0,BRAKES REPAIR,0,1016381,202301,1021001,HR995grn,HR995grn.xlsx,xlsx,1016381,INVI005932
400121,STILFONTEIN SPARES,27759,2023-01-20,84475,INVI005932,32803,N,DIRECT,B000001148,EACH,1.0,650.0,BRAKES REPAIR,0,1016382,202301,1020999,HR995grn,HR995grn.xlsx,xlsx,1016382,INVI005932
400121,STILFONTEIN SPARES,27760,2023-01-20,84474,INVI005932,32803,N,DIRECT,S000018016,EACH,1.0,1530.0,SERVICE,0,1016383,202301,1021000,HR995grn,HR995grn.xlsx,xlsx,1016383,INVI005932
400121,STILFONTEIN SPARES,27761,2023-01-20,84476,INVI005932,32803,N,DIRECT,S000018016,EACH,1.0,570.0,SERVICE,0,1016384,202301,1021006,HR995grn,HR995grn.xlsx,xlsx,1016384,INVI005932
400121,STILFONTEIN SPARES,27826,2023-01-31,84145,INVI005932,32803,N,DIRECT,0000123458,EACH,1.0,1890.0,repair rear lower body panel:,0,1016453,202301,1020232,HR995grn,HR995grn.xlsx,xlsx,1016453,INVI005932
400121,STILFONTEIN SPARES,27827,2023-01-31,84273,INVI005932,32803,N,DIRECT,S000018016,EACH,1.0,2000.0,SERVICE,0,1016454,202301,1020560,HR995grn,HR995grn.xlsx,xlsx,1016454,INVI005932
400121,STILFONTEIN SPARES,27828,2023-01-31,84280,INVI005932,32803,N,DIRECT,C000002130,EACH,1.0,2000.0,COF,0,1016455,202301,1020637,HR995grn,HR995grn.xlsx,xlsx,1016455,INVI005932
400121,STILFONTEIN SPARES,27829,2023-01-31,84304,INVI005932,32803,N,DIRECT,S000018016,EACH,1.0,2000.0,SERVICE,0,1016456,202301,1020636,HR995grn,HR995grn.xlsx,xlsx,1016456,INVI005932
400121,STILFONTEIN SPARES,27830,2023-01-31,84305,INVI005932,32803,N,DIRECT,S000018016,EACH,1.0,1800.0,SERVICE,0,1016556,202301,1020638,HR995grn,HR995grn.xlsx,xlsx,1016556,INVI005932
400121,STILFONTEIN SPARES,27831,2023-01-31,84406,INVI005932,32803,N,DIRECT,S000018016,EACH,1.0,1950.0,SERVICE,0,1016557,202301,1020879,HR995grn,HR995grn.xlsx,xlsx,1016557,INVI005932
400121,STILFONTEIN SPARES,27832,2023-01-31,84410,INVI005932,32803,N,DIRECT,S000018016,EACH,1.0,1800.0,SERVICE,0,1016558,202301,1020917,HR995grn,HR995grn.xlsx,xlsx,1016558,INVI005932
400121,STILFONTEIN SPARES,27833,2023-01-31,84411,INVI005932,32803,N,DIRECT,S000018016,EACH,1.0,1900.0,SERVICE,0,1016559,202301,1020910,HR995grn,HR995grn.xlsx,xlsx,1016559,INVI005932
400121,STILFONTEIN SPARES,27834,2023-01-31,84412,INVI005932,32803,N,DIRECT,S000018016,EACH,1.0,1880.0,SERVICE,0,1016560,202301,1020883,HR995grn,HR995grn.xlsx,xlsx,1016560,INVI005932
400121,STILFONTEIN SPARES,27835,2023-01-31,84413,INVI005932,32803,N,DIRECT,S000018016,EACH,1.0,2000.0,SERVICE,0,1016561,202301,1020920,HR995grn,HR995grn.xlsx,xlsx,1016561,INVI005932
400121,STILFONTEIN SPARES,27836,2023-01-31,84414,INVI005932,32803,N,DIRECT,S000018016,EACH,1.0,2000.0,SERVICE,0,1016562,202301,1020882,HR995grn,HR995grn.xlsx,xlsx,1016562,INVI005932
400121,STILFONTEIN SPARES,27837,2023-01-31,84443,INVI005932,32803,N,DIRECT,S000018016,EACH,1.0,870.0,SERVICE,0,1016563,202301,1019609,HR995grn,HR995grn.xlsx,xlsx,1016563,INVI005932
400121,STILFONTEIN SPARES,27838,2023-01-31,84444,INVI005932,32803,N,DIRECT,S000018016,EACH,1.0,1890.0,SERVICE,0,1016564,202301,1020878,HR995grn,HR995grn.xlsx,xlsx,1016564,INVI005932
400121,STILFONTEIN SPARES,27839,2023-01-31,84445,INVI005932,32803,N,DIRECT,S000018016,EACH,1.0,2000.0,SERVICE,0,1016565,202301,1020881,HR995grn,HR995grn.xlsx,xlsx,1016565,INVI005932
400121,STILFONTEIN SPARES,28226,2023-03-17,84628,INVI006039,33636,N,DIRECT,S000018016,EACH,1.0,1620.0,SERVICE,0,1016846,202303,1021304,HR995grn,HR995grn.xlsx,xlsx,1016846,INVI006039
400121,STILFONTEIN SPARES,28227,2023-03-17,84635,INVI006039,33636,N,DIRECT,S000018016,EACH,1.0,1980.0,SERVICE,0,1016847,202303,1021293,HR995grn,HR995grn.xlsx,xlsx,1016847,INVI006039
400121,STILFONTEIN SPARES,28228,2023-03-17,84642,INVI006039,33636,N,DIRECT,S000018016,EACH,1.0,1980.0,SERVICE,0,1016848,202303,1021301,HR995grn,HR995grn.xlsx,xlsx,1016848,INVI006039
400121,STILFONTEIN SPARES,28229,2023-03-17,84643,INVI006039,33636,N,DIRECT,S000018016,EACH,1.0,1880.0,SERVICE,0,1016849,202303,1021302,HR995grn,HR995grn.xlsx,xlsx,1016849,INVI006039
400121,STILFONTEIN SPARES,28244,2023-03-17,84637,INVI006051,33669,N,DIRECT,S000018016,EACH,1.0,1910.0,SERVICE,0,1016877,202303,1021295,HR995grn,HR995grn.xlsx,xlsx,1016877,INVI006051
400121,STILFONTEIN SPARES,28247,2023-03-17,84638,INVI006051,33669,N,DIRECT,S000018016,EACH,1.0,1990.0,SERVICE,0,1016878,202303,1021296,HR995grn,HR995grn.xlsx,xlsx,1016878,INVI006051
400121,STILFONTEIN SPARES,28249,2023-03-17,84644,INVI006051,33669,N,DIRECT,S000018016,EACH,1.0,1800.0,SERVICE,0,1016879,202303,1021306,HR995grn,HR995grn.xlsx,xlsx,1016879,INVI006051
400121,STILFONTEIN SPARES,28251,2023-03-17,84625,INVI006051,33669,N,DIRECT,S000018016,EACH,1.0,1206.0,SERVICE,0,1016880,202303,1021298,HR995grn,HR995grn.xlsx,xlsx,1016880,INVI006051
400121,STILFONTEIN SPARES,28252,2023-03-17,84629,INVI006051,33669,N,DIRECT,S000018016,EACH,1.0,1380.0,SERVICE,0,1016881,202303,1021288,HR995grn,HR995grn.xlsx,xlsx,1016881,INVI006051
400121,STILFONTEIN SPARES,28254,2023-03-17,84631,INVI006051,33669,N,DIRECT,S000018016,EACH,1.0,1206.0,SERVICE,0,1016882,202303,1021290,HR995grn,HR995grn.xlsx,xlsx,1016882,INVI006051
400121,STILFONTEIN SPARES,28256,2023-03-17,84641,INVI006051,33669,N,DIRECT,S000018016,EACH,1.0,600.0,SERVICE,0,1016884,202303,1021300,HR995grn,HR995grn.xlsx,xlsx,1016884,INVI006051
400121,STILFONTEIN SPARES,28257,2023-03-17,84630,INVI006051,33669,N,DIRECT,S000018016,EACH,1.0,1380.0,SERVICE,0,1016885,202303,1021289,HR995grn,HR995grn.xlsx,xlsx,1016885,INVI006051
400121,STILFONTEIN SPARES,28258,2023-03-17,84636,INVI006051,33669,N,DIRECT,S000018016,EACH,1.0,1730.0,SERVICE,0,1016886,202303,1021294,HR995grn,HR995grn.xlsx,xlsx,1016886,INVI006051
400121,STILFONTEIN SPARES,28259,2023-03-17,84633,INVI006051,33669,N,DIRECT,S000018016,EACH,1.0,1700.0,SERVICE,0,1016887,202303,1021292,HR995grn,HR995grn.xlsx,xlsx,1016887,INVI006051
400121,STILFONTEIN SPARES,28260,2023-03-17,84640,INVI006051,33669,N,DIRECT,S000018016,EACH,1.0,1950.0,SERVICE,0,1016888,202303,1021299,HR995grn,HR995grn.xlsx,xlsx,1016888,INVI006051
400121,STILFONTEIN SPARES,28517,2023-04-25,84634,INVI006180,34801,N,DIRECT,C000002130,EACH,1.0,2000.0,COF,0,1017157,202304,1021303,HR995grn,HR995grn.xlsx,xlsx,1017157,INVI006180
400121,STILFONTEIN SPARES,28518,2023-04-25,84639,INVI006180,34801,N,DIRECT,S000018016,EACH,1.0,1930.0,SERVICE,0,1017158,202304,1021297,HR995grn,HR995grn.xlsx,xlsx,1017158,INVI006180
400121,STILFONTEIN SPARES,28856,2023-05-25,85248,INVI006315,35610,N,DIRECT,S000018016,EACH,1.0,1980.0,SERVICE,0,1017491,202305,1022176,HR995grn,HR995grn.xlsx,xlsx,1017491,INVI006315
400121,STILFONTEIN SPARES,28857,2023-05-25,85194,INVI006315,35610,N,DIRECT,S000018016,EACH,1.0,1000.0,SERVICE,0,1017490,202305,1022067,HR995grn,HR995grn.xlsx,xlsx,1017490,INVI006315
400121,STILFONTEIN SPARES,28858,2023-05-25,85195,INVI006315,35610,N,DIRECT,S000018016,EACH,1.0,1860.0,SERVICE,0,1017489,202305,1022068,HR995grn,HR995grn.xlsx,xlsx,1017489,INVI006315
400121,STILFONTEIN SPARES,28859,2023-05-25,85196,INVI006315,35610,N,DIRECT,S000018016,EACH,1.0,740.0,SERVICE,0,1017488,202305,1022069,HR995grn,HR995grn.xlsx,xlsx,1017488,INVI006315
400121,STILFONTEIN SPARES,28860,2023-05-25,85197,INVI006315,35610,N,DIRECT,S000018016,EACH,1.0,770.0,SERVICE,0,1017487,202305,1022070,HR995grn,HR995grn.xlsx,xlsx,1017487,INVI006315
400121,STILFONTEIN SPARES,28861,2023-05-25,85193,INVI006315,35610,N,DIRECT,S000018016,EACH,1.0,1560.0,SERVICE,0,1017486,202305,1022075,HR995grn,HR995grn.xlsx,xlsx,1017486,INVI006315
400121,STILFONTEIN SPARES,28862,2023-05-25,85160,INVI006315,35610,N,DIRECT,S000018016,EACH,1.0,1160.0,SERVICE,0,1017500,202305,1021971,HR995grn,HR995grn.xlsx,xlsx,1017500,INVI006315
400121,STILFONTEIN SPARES,28873,2023-05-29,85171,INVI006315,35610,N,DIRECT,S000018017,EACH,1.0,1900.0,SERVICE AND REPAIR,0,1017503,202305,1021978,HR995grn,HR995grn.xlsx,xlsx,1017503,INVI006315
400121,STILFONTEIN SPARES,28874,2023-05-29,84510,INVI006315,35610,N,DIRECT,S000018016,EACH,1.0,1980.0,SERVICE,0,1017504,202305,1021095,HR995grn,HR995grn.xlsx,xlsx,1017504,INVI006315
400121,STILFONTEIN SPARES,28875,2023-05-29,85173,INVI006315,35610,N,DIRECT,S000018016,EACH,1.0,1950.0,SERVICE,0,1017505,202305,1021968,HR995grn,HR995grn.xlsx,xlsx,1017505,INVI006315
400121,STILFONTEIN SPARES,28876,2023-05-29,85172,INVI006315,35610,N,DIRECT,S000018017,EACH,1.0,2000.0,SERVICE AND REPAIR,0,1017506,202305,1021977,HR995grn,HR995grn.xlsx,xlsx,1017506,INVI006315
400121,STILFONTEIN SPARES,28877,2023-05-29,85159,INVI006315,35610,N,DIRECT,S000018016,EACH,1.0,1840.0,SERVICE,0,1017507,202305,1021970,HR995grn,HR995grn.xlsx,xlsx,1017507,INVI006315
400121,STILFONTEIN SPARES,28878,2023-05-29,85158,INVI006315,35610,N,DIRECT,S000018016,EACH,1.0,4200.0,SERVICE,0,1017523,202305,1021969,HR995grn,HR995grn.xlsx,xlsx,1017523,INVI006315
400121,STILFONTEIN SPARES,28895,2023-05-29,85157,INVI006315,35610,N,DIRECT,S000018016,EACH,1.0,600.0,SERVICE,0,1017524,202305,1021972,HR995grn,HR995grn.xlsx,xlsx,1017524,INVI006315
400121,STILFONTEIN SPARES,28896,2023-05-29,85156,INVI006315,35610,N,DIRECT,S000018016,EACH,1.0,1980.0,SERVICE,0,1017525,202305,1021973,HR995grn,HR995grn.xlsx,xlsx,1017525,INVI006315
400121,STILFONTEIN SPARES,28897,2023-05-29,85155,INVI006315,35610,N,DIRECT,S000018017,EACH,1.0,1880.0,SERVICE AND REPAIR,0,1017526,202305,1021974,HR995grn,HR995grn.xlsx,xlsx,1017526,INVI006315
400121,STILFONTEIN SPARES,28898,2023-05-29,85154,INVI006315,35610,N,DIRECT,S000018017,EACH,1.0,680.0,SERVICE AND REPAIR,0,1017527,202305,1021975,HR995grn,HR995grn.xlsx,xlsx,1017527,INVI006315
400121,STILFONTEIN SPARES,28903,2023-05-30,85286,INVI006315,35610,N,DIRECT,S000018016,EACH,1.0,1400.0,SERVICE,0,1017531,202305,1022178,HR995grn,HR995grn.xlsx,xlsx,1017531,INVI006315
400121,STILFONTEIN SPARES,28904,2023-05-30,85287,INVI006315,35610,N,DIRECT,S000018016,EACH,1.0,1800.0,SERVICE,0,1017532,202305,1022190,HR995grn,HR995grn.xlsx,xlsx,1017532,INVI006315
400121,STILFONTEIN SPARES,28905,2023-05-30,85288,INVI006340,35611,N,DIRECT,S000018016,EACH,1.0,1900.0,SERVICE,0,1017534,202305,1022113,HR995grn,HR995grn.xlsx,xlsx,1017534,INVI006340
400121,STILFONTEIN SPARES,28999,2023-06-07,85342,INVI006362,35714,N,DIRECT,S000018016,EACH,1.0,1980.0,SERVICE,0,1017623,202306,1022229,HR995grn,HR995grn.xlsx,xlsx,1017623,INVI006362
400121,STILFONTEIN SPARES,29000,2023-06-07,85341,INVI006362,35714,N,DIRECT,S000018016,EACH,1.0,1100.0,SERVICE,0,1017624,202306,1022230,HR995grn,HR995grn.xlsx,xlsx,1017624,INVI006362
400121,STILFONTEIN SPARES,29027,2023-06-09,85153,INVI006362,35714,N,DIRECT,S000018016,EACH,1.0,1280.0,SERVICE,0,1017669,202306,1021397,HR995grn,HR995grn.xlsx,xlsx,1017669,INVI006362
400121,STILFONTEIN SPARES,29028,2023-06-09,85349,INVI006362,35714,N,DIRECT,169221,EACH,1.0,1950.0,REPAIRS,0,1017670,202306,1022369,HR995grn,HR995grn.xlsx,xlsx,1017670,INVI006362
400121,STILFONTEIN SPARES,29029,2023-06-09,85350,INVI006362,35714,N,DIRECT,169221,EACH,1.0,1950.0,REPAIRS,0,1017671,202306,1022370,HR995grn,HR995grn.xlsx,xlsx,1017671,INVI006362
400121,STILFONTEIN SPARES,29030,2023-06-09,85351,INVI006362,35714,N,DIRECT,169221,EACH,1.0,1900.0,REPAIRS,0,1017672,202306,1022371,HR995grn,HR995grn.xlsx,xlsx,1017672,INVI006362
400121,STILFONTEIN SPARES,29031,2023-06-09,85352,INVI006362,35714,N,DIRECT,169221,EACH,1.0,1980.0,REPAIRS,0,1017673,202306,1022375,HR995grn,HR995grn.xlsx,xlsx,1017673,INVI006362
400121,STILFONTEIN SPARES,29032,2023-06-09,85354,INVI006362,35714,N,DIRECT,169221,EACH,1.0,1860.0,REPAIRS,0,1017674,202306,1022376,HR995grn,HR995grn.xlsx,xlsx,1017674,INVI006362
400121,STILFONTEIN SPARES,29033,2023-06-09,85355,INVI006362,35714,N,DIRECT,169221,EACH,1.0,1910.0,REPAIRS,0,1017675,202306,1022377,HR995grn,HR995grn.xlsx,xlsx,1017675,INVI006362
400121,STILFONTEIN SPARES,29034,2023-06-09,85356,INVI006362,35714,N,DIRECT,169221,EACH,1.0,850.0,REPAIRS,0,1017676,202306,1022382,HR995grn,HR995grn.xlsx,xlsx,1017676,INVI006362
400121,STILFONTEIN SPARES,29035,2023-06-09,85359,INVI006362,35714,N,DIRECT,169221,EACH,1.0,1430.0,REPAIRS,0,1017677,202306,1022380,HR995grn,HR995grn.xlsx,xlsx,1017677,INVI006362
400121,STILFONTEIN SPARES,29036,2023-06-09,85387,INVI006362,35714,N,DIRECT,S000018016,EACH,1.0,2000.0,SERVICE,0,1017678,202306,1022411,HR995grn,HR995grn.xlsx,xlsx,1017678,INVI006362
400121,STILFONTEIN SPARES,29037,2023-06-09,85388,INVI006362,35714,N,DIRECT,S000018016,EACH,1.0,2000.0,SERVICE,0,1017679,202306,1022410,HR995grn,HR995grn.xlsx,xlsx,1017679,INVI006362
400121,STILFONTEIN SPARES,29081,2023-06-14,85247,INVI006392,36382,N,DIRECT,S000018016,EACH,1.0,1980.0,SERVICE,0,1017725,202306,1022177,HR995grn,HR995grn.xlsx,xlsx,1017725,INVI006392
400121,STILFONTEIN SPARES,29082,2023-06-14,85357,INVI006392,36382,N,DIRECT,169221,EACH,1.0,1760.0,REPAIRS,0,1017726,202306,1022384,HR995grn,HR995grn.xlsx,xlsx,1017726,INVI006392
400121,STILFONTEIN SPARES,29083,2023-06-14,85394,INVI006392,36382,N,DIRECT,S000018012,EACH,1.0,410.0,SCREWDRIVER 6PCE SET MECH,0,1017727,202306,1022385,HR995grn,HR995grn.xlsx,xlsx,1017727,INVI006392
400121,STILFONTEIN SPARES,29084,2023-06-14,85397,INVI006392,36382,N,DIRECT,169221,EACH,1.0,780.0,REPAIRS,0,1017731,202306,1022372,HR995grn,HR995grn.xlsx,xlsx,1017731,INVI006392
400121,STILFONTEIN SPARES,29085,2023-06-14,85398,INVI006392,36382,N,DIRECT,169221,EACH,1.0,680.0,REPAIRS,0,1017733,202306,1022379,HR995grn,HR995grn.xlsx,xlsx,1017733,INVI006392
400121,STILFONTEIN SPARES,29086,2023-06-14,85399,INVI006392,36382,N,DIRECT,S000018016,EACH,1.0,1920.0,SERVICE,0,1017736,202306,1022529,HR995grn,HR995grn.xlsx,xlsx,1017736,INVI006392
400121,STILFONTEIN SPARES,29088,2023-06-14,85400,INVI006392,36382,N,DIRECT,S000018016,EACH,1.0,1990.0,SERVICE,0,1017737,202306,1022533,HR995grn,HR995grn.xlsx,xlsx,1017737,INVI006392
400121,STILFONTEIN SPARES,29089,2023-06-14,85401,INVI006392,36382,N,DIRECT,S000018016,EACH,1.0,1980.0,SERVICE,0,1017738,202306,1022408,HR995grn,HR995grn.xlsx,xlsx,1017738,INVI006392
400121,STILFONTEIN SPARES,29190,2023-06-23,85446,INVI006421,36383,N,DIRECT,159136,EACH,1.0,1650.0,REPLACE,0,1017832,202306,1022572,HR995grn,HR995grn.xlsx,xlsx,1017832,INVI006421
400121,STILFONTEIN SPARES,29192,2023-06-23,85447,INVI006421,36383,N,DIRECT,REPAIRS03,EACH,1.0,1950.0,REPAIRS,0,1017834,202306,1022574,HR995grn,HR995grn.xlsx,xlsx,1017834,INVI006421
400121,STILFONTEIN SPARES,29229,2023-06-28,85421,INVI006440,36384,N,DIRECT,S000018016,EACH,1.0,1210.0,SERVICE,0,1017864,202306,1022406,HR995grn,HR995grn.xlsx,xlsx,1017864,INVI006440
