item_code,supplier_name,item_description,source_type,request_count,total_quantity,avg_quantity,first_request,last_request
167226,INKOKHELI BUSINESS ENTERPRISE CC,HIRE OF WATER TANKER,GRN,1,160.0,160.0,,
167226,KHABOKEDI WASTE MANAGEMENT (PTY) LTD,HIRE OF WATER TANKER,GRN,1,8.0,8.0,,
167226,KHUWAIT GROUP OF COMPANIES,HIRE OF WATER TANKER,GRN,1,9.0,9.0,,
167226,LEGORE SECURITY AND PLANT HIRE,HIRE OF WATER TANKER,GRN,1,8.0,8.0,,
167226,M EBERSOHN TRUCK AND DIESEL CC               L,HIRE OF WATER TANKER,GRN,1,160.0,160.0,,
167226,MOSEKATE TRADING & PROJECTS,HIRE OF WATER TANKER,GRN,1,160.0,160.0,,
167226,REABETSWE BOPHELO TRADING ENTERPRISE,HIRE OF WATER TANKER,GRN,1,160.0,160.0,,
167432,MOEDI CONSULTING ENGINEERS (PTY) LTD,supply & install connectors,GRN,1,1.0,1.0,,
167432,MOEDI CONSULTING ENGINEERS AND PROJECT MANAGERS,supply & install connectors,GRN,1,1.0,1.0,,
167432,RMBK (PTY) LTD,supply & install connectors,GRN,1,230.0,230.0,,
167876,SUNDAY KIT UNIFORM SUPPLIES CC,BLACK/TOFFEE EGOLI SABS GUMBOO,GRN,1,35.0,35.0,,
169211,CREATIVE FLEET SOLUTION,440X560 O/B 3M,GRN,1,1.0,1.0,,
170948,MATHAPELO AND NANA CATERING CLUB,events,GRN,1,1.0,1.0,,
170948,NSIKAYO THINGO HOLDINGS (PTY) LTD,events,GRN,1,1.0,1.0,,
170948,ULTRA SOLUTIONS,events,GRN,1,5.0,5.0,,
170948,ZIMPHOZA TRADING ENTERPRISE,events,GRN,1,1.0,1.0,,
176694,RELEBOGELA BOTSHELO TRADING ENTERPRISE,REPLACEMENT,GRN,1,1.0,1.0,,
176804,BODIRELWA (PTY) LTD,TROPHIES-2 TIER/PILLAR+BRANDIN,GRN,1,400.0,400.0,,
176804,ZIMPHOZA TRADING ENTERPRISE,TROPHIES-2 TIER/PILLAR+BRANDIN,GRN,1,1.0,1.0,,
177443,BOLEKANO BUILDING CONTRACTORS,HIRE OF FRONT END LOADER,GRN,1,1.0,1.0,,
177443,M EBERSOHN TRUCK AND DIESEL CC               L,HIRE OF FRONT END LOADER,GRN,1,1.0,1.0,,
177444,BOLEKANO BUILDING CONTRACTORS,HIRE OF TIPPER TRUCK,GRN,1,1.0,1.0,,
177444,E.K. CONSTRUCTION AND ALL GENERAL TRADING,HIRE OF TIPPER TRUCK,GRN,1,9.0,9.0,,
177444,LEGORE SECURITY AND PLANT HIRE,HIRE OF TIPPER TRUCK,GRN,1,90.0,90.0,,
177444,M EBERSOHN TRUCK AND DIESEL CC               L,HIRE OF TIPPER TRUCK,GRN,1,3.0,3.0,,
177444,SE-SIFIKILE CONSTRUCTION & PROJECTS,HIRE OF TIPPER TRUCK,GRN,1,640.0,640.0,,
177444,STIMER CONSTRUCTION JV ENTLE TASH (PTY) LTD,HIRE OF TIPPER TRUCK,GRN,1,90.0,90.0,,
177444,VARIEGATED PTY LTD,HIRE OF TIPPER TRUCK,GRN,1,180.0,180.0,,
178782,JH VORSTER T/A TRT FIREARM TRAINING CENTRE,HAND,GRN,1,23.0,23.0,,
178782,SENNES GENERAL TRADING,HAND,GRN,1,30.0,30.0,,
179605,DULUX PAINT & PAPER,hamiltons classic roller 100mm,GRN,1,6.0,6.0,,
180001,NOKHAYA SECURITY SOLUTIONS (PTY) LTD,FRESHPAK ROOIBOS 80S,GRN,1,20.0,20.0,,
180866,DASH HOST (PTY) LTD,LAPTOP,GRN,1,1.0,1.0,,
180866,GLOBAL SOLUTIONS GROUP,LAPTOP,GRN,1,1.0,1.0,,
180866,SEN-TEB WISHBONE SUPPLY AND ENTERPRISE,LAPTOP,GRN,1,1.0,1.0,,
176694,REATLIGILEOWARONA PROJECTS,REPLACEMENT,GRN,1,1.0,1.0,,
176694,RE A KGONA CATERING AND SUPPLY (PTY)LTD,REPLACEMENT,GRN,1,1.0,1.0,,
176694,NOEMIA TRADING,REPLACEMENT,GRN,1,1.0,1.0,,
173844,MAFONJO TRADING ENTERPRISE (PTY) LTD,RUBBER,GRN,1,2.0,2.0,,
170970,ULTRA SOLUTIONS,ACER PROJECTOR PJ P1286,GRN,1,4.0,4.0,,
171195,WE2 SONKE TRADING (PTY) LTD,450MM ORANGE SOFT CONES PVC,GRN,1,100.0,100.0,,
171390,RIBESRI GENARAL TRADING,repair of pallet jacks km32,GRN,1,1.0,1.0,,
172483,KWENDE CONSTRUCTION CC TA KWENDE ELECTRICAL SUPPL,WALL,GRN,1,100.0,100.0,,
172483,RULAGANYANG TRADING ENTERPRISE,WALL,GRN,1,1.0,1.0,,
172483,ZAMNTE CONSTRUCTION,WALL,GRN,1,68.0,68.0,,
173430,GAMES & PC SOUND CC,8 PORT GIGABIT ETHERRNET,GRN,1,1.0,1.0,,
173839,DYNAMIC CLEANING PRODUCTS,SINGLE,GRN,1,1.0,1.0,,
173995,NISSAN (SOUTH AFRICA),motor vehicle,GRN,1,1.0,1.0,,
176694,MZH HOLDINGS (PTY) LTD,REPLACEMENT,GRN,1,1.0,1.0,,
175606,SUNDAY KIT UNIFORM SUPPLIES CC,JUMPSUITS,GRN,1,10.0,10.0,,
175942,THAMAJOLA TRADING ENTERPRISE,pumping excavation,GRN,1,1.0,1.0,,
176180,BOKAO AMAHLE HOLDINGS (PTY) LTD,REPLACE,GRN,1,8.0,8.0,,
176180,ELEGANT LINE TRADING 785 CC,REPLACE,GRN,1,185.0,185.0,,
176182,JOHANNA DE BEER,CALL OUT,GRN,1,1.0,1.0,,
176182,PRO WELDING,CALL OUT,GRN,1,3.0,3.0,,
176694,DINGA BUSINESS SOLUTIONS JV KE MATLA EXCELLENCE SU,REPLACEMENT,GRN,1,1.0,1.0,,
176694,LEZMIN 1913 CC XPANDA N.W.,REPLACEMENT,GRN,1,1.0,1.0,,
166549,VM SUCCESS ENTERPRISE (PTY) LTD,SUPPLY,GRN,1,1.0,1.0,,
166549,BRANDROOT GROUP OF COMPANIES (PTY) LTD,SUPPLY,GRN,1,35.0,35.0,,
151966,ACTOM  PROTECTION AND CONTROL,testing equipment battery,GRN,1,1.0,1.0,,
158123,PROTEA HOTEL KLERKSDORP,accomodation,GRN,1,1.0,1.0,,
158858,PIETER NEL PHARMACY (HEALTH PHARM),hepatitis,GRN,1,475.0,475.0,,
158936,ABC SECURITY SHOP,POWER SUPPLY,GRN,1,1.0,1.0,,
159136,ELEGANT LINE TRADING 785 CC,REPLACE,GRN,1,280.0,280.0,,
159136,GAMES & PC SOUND CC,REPLACE,GRN,1,1.0,1.0,,
159136,LOMAKHOSI TRADING PROJECTS,REPLACE,GRN,1,2.0,2.0,,
159136,MOTSOL TRADING ENTERPRISE,REPLACE,GRN,1,1.0,1.0,,
159136,RIBESRI GENARAL TRADING,REPLACE,GRN,1,1.0,1.0,,
159136,SERVICES FOR WATER AND SANITATION,REPLACE,GRN,1,1.0,1.0,,
159136,STILFONTEIN SPARES,REPLACE,GRN,1,1.0,1.0,,
160142,KGOMOTSO CIVIL WORKS (PTY) LTD,installation,GRN,1,1.0,1.0,,
160142,LA DINDO (PTY) LTD,installation,GRN,1,1.0,1.0,,
160142,MAHLASEDI CONSTRUCTION,installation,GRN,1,1.0,1.0,,
160142,TSEKGO PROJECTS CONSTRUCTION CC,installation,GRN,1,1.0,1.0,,
160204,BUSINESS CONNEXION,storage,GRN,1,1.0,1.0,,
160658,LETSIE GLOBAL ENTERPRISES (PTY) LTD,TRAINING COURSE,GRN,1,1.0,1.0,,
160658,NORTH-WEST UNIVERSITY_(POTCHEFSTROOM),TRAINING COURSE,GRN,1,1.0,1.0,,
160658,TJM GREENTECH,TRAINING COURSE,GRN,1,4.0,4.0,,
160693,CONQUEST CHEMICALS,MOP,GRN,1,4.0,4.0,,
161084,GAMES & PC SOUND CC,REMOVE,GRN,1,1.0,1.0,,
158800,PIETER NEL PHARMACY (HEALTH PHARM),VACCINE,GRN,1,200.0,200.0,,
157845,NOKHAYA SECURITY SOLUTIONS (PTY) LTD,CYPERMETHRIN 200G/LT,GRN,1,40.0,40.0,,
166378,O TOUCH BUSINESS AGENCIES (PTY) LTD,catering,GRN,1,40.0,40.0,,
155635,THE CALIBRE SHOOTING RANGE,TOOL SET YATO 79PCS,GRN,1,1.0,1.0,,
152116,BATHO BAGAGWE IT CC,intel,GRN,1,2.0,2.0,,
152333,ELEGANT LINE TRADING 785 CC,REPAIR,GRN,1,24.0,24.0,,
152333,GAMES & PC SOUND CC,REPAIR,GRN,1,1.0,1.0,,
152333,TSK RESOURCES,REPAIR,GRN,1,4.0,4.0,,
152684,RAYPOWER TRADING PTY LTD,POOL,GRN,1,1.0,1.0,,
153343,BOLEKANO BUILDING CONTRACTORS,service,GRN,1,1.0,1.0,,
153343,MANDISA DISTRIBUTORS,service,GRN,1,1.0,1.0,,
153343,MOSANTO TRADING ENTERPRISE (PTY) LTD,service,GRN,1,1.0,1.0,,
153343,SAMBA SOLUTIONS/NHLAMULO (K2023774256 (S.A)PTY LTD,service,GRN,1,1.0,1.0,,
153393,ELLATON MINING SUPPLIES & SIGNS (PTY) LTD,key ring,GRN,1,1000.0,1000.0,,
153430,GAMES & PC SOUND CC,LINKING THE PRINTER,GRN,1,2.0,2.0,,
153931,BATHO BOTLHE,ROUND UP,GRN,1,30.0,30.0,,
154574,ROSPA TRADING ENTERPRISE (PTY) LTD,burst 250mm sewer line from ex,GRN,1,4.0,4.0,,
154728,ZAMNTE CONSTRUCTION,HOLLOW PLUG GALV 20MM,GRN,1,1.0,1.0,,
154846,QUICKPRO EXPRESS,HIGH BACK CHAIR,GRN,1,2.0,2.0,,
154846,RONMAR OFFICE EQUIPMENT,HIGH BACK CHAIR,GRN,1,1.0,1.0,,
154877,KARA BAZAARS (EDMS) BPK,DEFY,GRN,1,1.0,1.0,,
154877,WESTERN BAZAARS (PTY) LTD,DEFY,GRN,1,1.0,1.0,,
155632,KWALTA PAINTS,ROADMARKING PAINT GREY 20LT,GRN,1,2.0,2.0,,
161084,IYEZEE_OF MUCH CONSTRUCTION,REMOVE,GRN,1,1.0,1.0,,
161084,LEBEOANA CONSTRUCTION AND GENERAL SUPPLIERS,REMOVE,GRN,1,1.0,1.0,,
161084,M AND K SERVICE SOLUTION (PTY) LTD,REMOVE,GRN,1,1.0,1.0,,
161084,MOHAUMOLUTSI CIVIL WORKS (PTY) LTD,REMOVE,GRN,1,160.0,160.0,,
162230,LEZMIN 1913 CC XPANDA N.W.,blinds,GRN,1,1.0,1.0,,
162230,REATLIGILEOWARONA PROJECTS,blinds,GRN,1,8.0,8.0,,
162279,RELEBOGELA BOTSHELO TRADING ENTERPRISE,PISTON,GRN,1,1.0,1.0,,
162780,E.K. CONSTRUCTION AND ALL GENERAL TRADING,HIRING OF GRASS CUTTING TRACTO,GRN,1,9.0,9.0,,
162781,AMANDLA BUILDING & CONSTRUCTION (PTY) LTD,hire of TLB,GRN,1,1.0,1.0,,
162875,GEE KAY BEE HOLDINGS,ELECTRIC,GRN,1,175.0,175.0,,
162875,KWENDE CONSTRUCTION CC TA KWENDE ELECTRICAL SUPPL,ELECTRIC,GRN,1,1.0,1.0,,
163362,DONGAS ENTERPRISE COOPERATION (PTY) LTD,square tube 38x38x2,GRN,1,40.0,40.0,,
163506,BATHO BAGAGWE IT CC,battery 610 tc,GRN,1,2.0,2.0,,
163848,MOHAUMOLUTSI CIVIL WORKS (PTY) LTD,MECHANICAL,GRN,1,160.0,160.0,,
163848,REABETSWE BOPHELO TRADING ENTERPRISE,MECHANICAL,GRN,1,160.0,160.0,,
164135,DRAWING & OFFICE EQUIPMENT,SCISSOR,GRN,1,2.0,2.0,,
164227,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,tube 20inch,GRN,1,1.0,1.0,,
164245,LEANOLELEAGO,ERECT FOUNDATION,GRN,1,1.0,1.0,,
165506,WORKWEAR DEPOT,GOLF SHIRT,GRN,1,5.0,5.0,,
165819,AMOZA AND HLEHLE PTY LTD,SUPPLY,GRN,1,1.0,1.0,,
166229,ZIMPHOZA TRADING ENTERPRISE,SOUND,GRN,1,1.0,1.0,,
166378,MESH AND ROSE,catering,GRN,1,40.0,40.0,,
166378,NONTENDOOC1 TRADING ENTERPRISE,catering,GRN,1,1.0,1.0,,
161972,KWENDE CONSTRUCTION CC TA KWENDE ELECTRICAL SUPPL,EXTENDED,GRN,1,8.0,8.0,,
161936,ELECTRICIVIL TRADING (PTY) LTD,REPAIR,GRN,1,1.0,1.0,,
161487,TSEKGO PROJECTS CONSTRUCTION CC,INSTALLATION,GRN,1,1.0,1.0,,
161104,GOVERNMENT PRINTING WORKS - PRETORIA,advert,GRN,1,2.0,2.0,,
161084,THE SPECIALIST FRANCHISE GROUP (PTY) LTD,REMOVE,GRN,1,1.0,1.0,,
161086,BRANDROOT GROUP OF COMPANIES (PTY) LTD,CLEANING,GRN,1,236.0,236.0,,
161086,GERKRO CONSTRUCTION (PTY) LTD,CLEANING,GRN,1,1.0,1.0,,
161086,GREEN POINT SUPPY AND DELIVERY,CLEANING,GRN,1,1.0,1.0,,
161086,MALATSI A TSHEPO TRADING AND PROJECTS,CLEANING,GRN,1,1.0,1.0,,
161086,MLINDELA STREEL MANUFACTURING CC,CLEANING,GRN,1,1.0,1.0,,
161086,SPHE AND MNCE TRADING ENTERPRISE (PTY) LTD,CLEANING,GRN,1,1.0,1.0,,
161086,THE CALIBRE SHOOTING RANGE,CLEANING,GRN,1,1.0,1.0,,
161104,MEDIA 24 NEWSPAPERS,advert,GRN,1,1.0,1.0,,
161487,PHAKAMANI TRADER,INSTALLATION,GRN,1,1.0,1.0,,
161264,RIBESRI GENARAL TRADING,repair and service,GRN,1,1.0,1.0,,
161487,BONGANI ENTERTAIMENT TRADING ENTERPRISE (PTY) LTD,INSTALLATION,GRN,1,1.0,1.0,,
161487,BRECKENRIDGE ELECTRICAL CONSTRUCTION AND PROJECTS,INSTALLATION,GRN,1,1.0,1.0,,
161487,ELECTRICIVIL TRADING (PTY) LTD,INSTALLATION,GRN,1,1.0,1.0,,
161487,KAMOTSUMI INTERNET CAFE,INSTALLATION,GRN,1,1.0,1.0,,
161487,MABIRIMISA CONSULTING AND PROJECTS,INSTALLATION,GRN,1,1.0,1.0,,
161487,MOTSWA-IKE ENTERPRISE (PTY) LTD,INSTALLATION,GRN,1,1.0,1.0,,
161487,P J SNYMAN SKRYNWERK,INSTALLATION,GRN,1,1.0,1.0,,
131123,LM OFFICE SUPPLIER AND PROJECTS,HP 203 TONER CARTRIDGE-MAGENTA,GRN,1,2.0,2.0,,
131123,GAMES & PC SOUND CC,HP 203 TONER CARTRIDGE-MAGENTA,GRN,1,2.0,2.0,,
131123,BELESETU TRADING PROJECTS,HP 203 TONER CARTRIDGE-MAGENTA,GRN,1,4.0,4.0,,
108300,SITHOLE BUSINESS ADVISORY SERVICES,BUFF TAPE BROWN 48MM,GRN,1,400.0,400.0,,
108316,SITHOLE BUSINESS ADVISORY SERVICES,TAPE SELLOTAPE LARGE,GRN,1,400.0,400.0,,
108464,GOE TRADING,PRESTIK 100G,GRN,1,150.0,150.0,,
108502,SISA LUSA TRADING ENTERPRISES,CORRECTION PEN.PENTEL.BLUE BOT,GRN,1,250.0,250.0,,
108502,SITHOLE BUSINESS ADVISORY SERVICES,CORRECTION PEN.PENTEL.BLUE BOT,GRN,1,300.0,300.0,,
108863,GLANLICIOUS TRADING ENTERPRISE,WHITE TWO SHEET BOARD 640 X 92,GRN,1,10.0,10.0,,
108863,T STEEL AND BUILDING PTY LTD,WHITE TWO SHEET BOARD 640 X 92,GRN,1,5.0,5.0,,
108936,GLANLICIOUS TRADING ENTERPRISE,BOARDS: BLUE TWO SHEET 640 X 9,GRN,1,10.0,10.0,,
108936,T STEEL AND BUILDING PTY LTD,BOARDS: BLUE TWO SHEET 640 X 9,GRN,1,5.0,5.0,,
108995,GLANLICIOUS TRADING ENTERPRISE,GROEN 2 SHEET BOARD 640 X 920,GRN,1,10.0,10.0,,
108995,T STEEL AND BUILDING PTY LTD,GROEN 2 SHEET BOARD 640 X 920,GRN,1,5.0,5.0,,
109053,GLANLICIOUS TRADING ENTERPRISE,BOARDS PINK 2 SHEET 610X430MM,GRN,1,10.0,10.0,,
109053,T STEEL AND BUILDING PTY LTD,BOARDS PINK 2 SHEET 610X430MM,GRN,1,5.0,5.0,,
109185,GLANLICIOUS TRADING ENTERPRISE,BOARDS GREENLINED MANILLA 1225,GRN,1,10.0,10.0,,
109185,T STEEL AND BUILDING PTY LTD,BOARDS GREENLINED MANILLA 1225,GRN,1,5.0,5.0,,
110264,AGAH MARKETING AND PROJECTS,PADDING COMPOUND,GRN,1,50.0,50.0,,
110643,RONMAR OFFICE EQUIPMENT,SCISSORS,GRN,1,6.0,6.0,,
110884,CREATING BUSINESS SOLUTIONS,NCR PAPER WHITE CB 640 X 920,GRN,1,8.0,8.0,,
110884,KETHUTHULA HOLDINGS (PTY) LTD,NCR PAPER WHITE CB 640 X 920,GRN,1,45.0,45.0,,
110884,T STEEL AND BUILDING PTY LTD,NCR PAPER WHITE CB 640 X 920,GRN,1,19.0,19.0,,
108316,AGAH MARKETING AND PROJECTS,TAPE SELLOTAPE LARGE,GRN,1,150.0,150.0,,
108250,AGAH MARKETING AND PROJECTS,SIGN HERE STICKERS,GRN,1,100.0,100.0,,
105937,LEANOLELEAGO,PENS BALL POINT BLUE RED & BLA,GRN,1,8000.0,8000.0,,
108100,AMTM HOLDINGS,WHITEBOARD DUSTERS,GRN,1,20.0,20.0,,
105996,GOE TRADING,NCILS ORDINARY HB 2H,GRN,1,600.0,600.0,,
105996,LEANOLELEAGO,NCILS ORDINARY HB 2H,GRN,1,500.0,500.0,,
105996,SITHOLE BUSINESS ADVISORY SERVICES,NCILS ORDINARY HB 2H,GRN,1,500.0,500.0,,
106739,AGAH MARKETING AND PROJECTS,ADDING MACHINE ROLLS 57 X 57,GRN,1,500.0,500.0,,
106800,SITHOLE BUSINESS ADVISORY SERVICES,THERMAL ROLLS 57X40,GRN,1,5000.0,5000.0,,
107212,AGAH MARKETING AND PROJECTS,D.C. FIX PLASTIC SHEETS,GRN,1,100.0,100.0,,
107212,K P DEVELOPMENTS (PTY) LTD,D.C. FIX PLASTIC SHEETS,GRN,1,100.0,100.0,,
107340,K P DEVELOPMENTS (PTY) LTD,GIANT STAPLERS,GRN,1,40.0,40.0,,
107344,AGAH MARKETING AND PROJECTS,STAPLERS RAPID 17,GRN,1,300.0,300.0,,
107344,LEANOLELEAGO,STAPLERS RAPID 17,GRN,1,200.0,200.0,,
107344,SITHOLE BUSINESS ADVISORY SERVICES,STAPLERS RAPID 17,GRN,1,400.0,400.0,,
107355,K P DEVELOPMENTS (PTY) LTD,PUNCHER KANGAROO 720,GRN,1,50.0,50.0,,
107355,SITHOLE BUSINESS ADVISORY SERVICES,PUNCHER KANGAROO 720,GRN,1,80.0,80.0,,
107468,LEANOLELEAGO,STAPLES REXEL 56,GRN,1,1000.0,1000.0,,
107468,SITHOLE BUSINESS ADVISORY SERVICES,STAPLES REXEL 56,GRN,1,800.0,800.0,,
107573,AGAH MARKETING AND PROJECTS,STAPLE REMOVERS,GRN,1,200.0,200.0,,
107646,AGAH MARKETING AND PROJECTS,STRING THIN NR 304,GRN,1,80.0,80.0,,
107719,AGAH MARKETING AND PROJECTS,STRING THICK NR 309,GRN,1,50.0,50.0,,
107719,LEANOLELEAGO,STRING THICK NR 309,GRN,1,36.0,36.0,,
110930,@ OFFICE WORLD,PLOTTER ROLL PPC BOND 841X50,GRN,1,9.0,9.0,,
110949,CREATING BUSINESS SOLUTIONS,NCR PAPER PINK CFB 640 X 920,GRN,1,8.0,8.0,,
110949,KETHUTHULA HOLDINGS (PTY) LTD,NCR PAPER PINK CFB 640 X 920,GRN,1,45.0,45.0,,
110949,T STEEL AND BUILDING PTY LTD,NCR PAPER PINK CFB 640 X 920,GRN,1,10.0,10.0,,
121806,ABC SECURITY SHOP,BUTTON REMOTE,GRN,1,1.0,1.0,,
121943,RIBESRI GENARAL TRADING,REPLACED D-LINK SWITCH,GRN,1,1.0,1.0,,
122031,BOKGABANE AFRICA PROJECTS,EPSON MULTIPACK;SWAN(TX700W)BL,GRN,1,3.0,3.0,,
122241,PICK UP TRADING AND PROJECTS,HIRE OF PEDESTRIAN CONTROLLED,GRN,1,2.0,2.0,,
122244,M EBERSOHN TRUCK AND DIESEL CC               L,HIRE OF PLATFORM TRUCK,GRN,1,180.0,180.0,,
122438,@ OFFICE WORLD,PRINTER,GRN,1,1.0,1.0,,
122648,NTT NISSAN KLERKSDORP,repair lift cylinder/pipes,GRN,1,1.0,1.0,,
123184,MENLO MOTIONS (PTY) LTD,JOINT 16-35MM MX3,GRN,1,25.0,25.0,,
123189,LETHUKHANYA BUILDING AND TRADING,11KV CABLE JOINT,GRN,1,10.0,10.0,,
123428,AGAH MARKETING AND PROJECTS,SUPPLY,GRN,1,1.0,1.0,,
123428,B J M TRADING ENTERPRISE CC,SUPPLY,GRN,1,1.0,1.0,,
123428,BILLEARS PERPETUAL TRADING ENTERPRISE CC,SUPPLY,GRN,1,1.0,1.0,,
123428,BLITHEREN TRADING,SUPPLY,GRN,1,1.0,1.0,,
123428,BOIKOBO AGRICULTURAL TRAINING AND PROJECTS,SUPPLY,GRN,1,1.0,1.0,,
123428,BOKATSHWA HOLDINGS (PTY) LTD,SUPPLY,GRN,1,1.0,1.0,,
123428,BRILLIANT SAFES AND LOCKSMITHS CC,SUPPLY,GRN,1,1.0,1.0,,
123428,BVDJ TRADING ENTERPRISE,SUPPLY,GRN,1,1.0,1.0,,
123428,CHELLES HOLDINGS (PTY) LTD,SUPPLY,GRN,1,10000.0,10000.0,,
123428,DAYIMANI HOLDINGS (PTY) LTD,SUPPLY,GRN,1,1.0,1.0,,
121709,KWENDE CONSTRUCTION CC TA KWENDE ELECTRICAL SUPPL,CONTACTOR,GRN,1,65.0,65.0,,
121449,SHAYANI TRADING (PTY) LTD,FIXING,GRN,1,1.0,1.0,,
121449,KATLEGO OLERATO TRADING AND PROJECTS (PTY) LTD,FIXING,GRN,1,1.0,1.0,,
118750,MOSIBOTSANA TRADING (PTY) LTD,20L PLASTER,GRN,1,40.0,40.0,,
111007,KETHUTHULA HOLDINGS (PTY) LTD,NCR YELLOW C/F 640 X 920,GRN,1,45.0,45.0,,
111007,T STEEL AND BUILDING PTY LTD,NCR YELLOW C/F 640 X 920,GRN,1,18.0,18.0,,
112461,AGAH MARKETING AND PROJECTS,CLEANER HAND 200-767 4.5KG,GRN,1,30.0,30.0,,
114227,MAFONJO TRADING ENTERPRISE (PTY) LTD,SHOPPER BAG,GRN,1,120.0,120.0,,
1142474,FRESHMARK SYSTEMS (PTY) LTD,RFID CARDS,GRN,1,1000.0,1000.0,,
117777,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,TUBE,GRN,1,1.0,1.0,,
118113,RAYPOWER TRADING PTY LTD,bottle carrier,GRN,1,1000.0,1000.0,,
118448,TSEKGO PROJECTS CONSTRUCTION CC,CABLE SIZE 95MM,GRN,1,1.0,1.0,,
119214,BOKGABANE AFRICA PROJECTS,CABLES,GRN,1,30.0,30.0,,
121449,IYEZEE_OF MUCH CONSTRUCTION,FIXING,GRN,1,1.0,1.0,,
119596,WALTONS (PTY) LTD,UNIBALL,GRN,1,12.0,12.0,,
119826,TDS SISANDA,SILICONE,GRN,1,40.0,40.0,,
119881,KGETHOGOLO TRADING AND PROJECTS (PTY) LTD,tyre 26 inch,GRN,1,1.0,1.0,,
120010,DRAWING & OFFICE EQUIPMENT,PUNCH,GRN,1,2.0,2.0,,
120326,SUNDAY KIT UNIFORM SUPPLIES CC,BELT,GRN,1,8.0,8.0,,
120326,WORKWEAR DEPOT,BELT,GRN,1,5.0,5.0,,
121042,DULUX PAINT & PAPER,DEKRO,GRN,1,3.0,3.0,,
121042,KWALTA PAINTS,DEKRO,GRN,1,4.0,4.0,,
105996,AGAH MARKETING AND PROJECTS,NCILS ORDINARY HB 2H,GRN,1,300.0,300.0,,
105937,GOE TRADING,PENS BALL POINT BLUE RED & BLA,GRN,1,5000.0,5000.0,,
131122,LPM BUSINESS ENTERPRISE (PTY) LTD,HP 203 TONER CARTRIDGE-CYAN,GRN,1,3.0,3.0,,
101907,AMTM HOLDINGS,BOOKS TIME JD 132 (LARGE),GRN,1,10.0,10.0,,
102148,RAMLAS HOLDINGS (PTY) LTD,CARBON A4 HANDWRITING,GRN,1,80.0,80.0,,
102463,K P DEVELOPMENTS (PTY) LTD,AAA BATTERIES 2PACK-2.5V,GRN,1,200.0,200.0,,
102465,K P DEVELOPMENTS (PTY) LTD,AA  Batteries 1.5V -2pack,GRN,1,200.0,200.0,,
102512,AGAH MARKETING AND PROJECTS,CLIPS PAPER-SILVER,GRN,1,500.0,500.0,,
102512,SITHOLE BUSINESS ADVISORY SERVICES,CLIPS PAPER-SILVER,GRN,1,500.0,500.0,,
102513,SITHOLE BUSINESS ADVISORY SERVICES,CLIPS PAPER COLOURED,GRN,1,100.0,100.0,,
102598,LEANOLELEAGO,CLIPS:FOLD BACK 19MM,GRN,1,1000.0,1000.0,,
102601,LEANOLELEAGO,CLIPS :FOLDS  BACK.25MM,GRN,1,500.0,500.0,,
102628,LEANOLELEAGO,CLIPS FOLD BACK 32MM,GRN,1,500.0,500.0,,
102636,LEANOLELEAGO,CLIPS :FOLD BACK 41MM,GRN,1,1000.0,1000.0,,
102650,LEANOLELEAGO,BULLGOG CLIP 100MM,GRN,1,72.0,72.0,,
103004,AGAH MARKETING AND PROJECTS,ENVELOPES MANILLA 220X110MM WI,GRN,1,300.0,300.0,,
103004,SISA LUSA TRADING ENTERPRISES,ENVELOPES MANILLA 220X110MM WI,GRN,1,300.0,300.0,,
103136,GLANLICIOUS TRADING ENTERPRISE,ENVELOPES K/S MANILLA 381 X 25,GRN,1,7500.0,7500.0,,
103241,AGAH MARKETING AND PROJECTS,ERASERS PENCIL,GRN,1,200.0,200.0,,
103241,GOE TRADING,ERASERS PENCIL,GRN,1,300.0,300.0,,
103241,SISA LUSA TRADING ENTERPRISES,ERASERS PENCIL,GRN,1,400.0,400.0,,
103241,SITHOLE BUSINESS ADVISORY SERVICES,ERASERS PENCIL,GRN,1,300.0,300.0,,
103456,ELLATON MINING SUPPLIES & SIGNS (PTY) LTD,TAGS,GRN,1,500.0,500.0,,
102148,AGAH MARKETING AND PROJECTS,CARBON A4 HANDWRITING,GRN,1,50.0,50.0,,
101842,AMTM HOLDINGS,BOOKS: WEEKLY TIME JD 130,GRN,1,10.0,10.0,,
105864,LEANOLELEAGO,PRITT,GRN,1,250.0,250.0,,
100749,SITHOLE BUSINESS ADVISORY SERVICES,BOOKS A4 RULED ONLY,GRN,1,500.0,500.0,,
000007058,J R MACKAY'S DIESEL AND MOTOR ENGINEERING,HYD OIL LEAK REPAIR,GRN,1,1.0,1.0,,
000007058,M EBERSOHN TRUCK AND DIESEL CC               L,HYD OIL LEAK REPAIR,GRN,1,1.0,1.0,,
0000123458,CREATIVE CRICKET MANAGEMENT CC,repair rear lower body panel:,GRN,1,1.0,1.0,,
0000123459,RIBESRI GENARAL TRADING,remove and replace l body pane,GRN,1,1.0,1.0,,
000015013,@ OFFICE WORLD,PEDESTAL VALUE 3DRW FITTED,GRN,1,1.0,1.0,,
0000767656,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,strip and assemble,GRN,1,1.0,1.0,,
100135,GOE TRADING,BANDS RUBBERS SIZE 38,GRN,1,400.0,400.0,,
